domain,matrix,n,nnz,density,condition_number,condition_method,ill_conditioned,cancellation_ratio,method,family,refinement_passes,runtime_sec,iterations,matvecs,tri_solves,precond_applies,setup_sec,status,residual_abs,error_abs,residual_rel,error_rel,reported_converged,accurate,note
random_matrices,rand_009_n13,13.0,169.0,1.0,36.55915671527328,exact_svd,False,0.27790109094516907,GMRES(30),krylov,2,0.004034980000028554,42.0,44.0,0.0,0.0,0.0,solved,1.089965377093623e-13,2.958280863490754e-15,1.713512621983939e-16,8.204794877338308e-16,True,True,
random_matrices,rand_009_n13,13.0,169.0,1.0,36.55915671527328,exact_svd,False,0.27790109094516907,ILU only,preconditioned,0,0.0003604999999993197,0.0,0.0,0.0,1.0,0.0003219900000317466,solved,5.923477562306144e-13,1.6220278599421512e-14,9.312179801632725e-16,4.498695860963499e-15,True,True,
random_matrices,rand_009_n13,13.0,169.0,1.0,36.55915671527328,exact_svd,False,0.27790109094516907,ILU only,preconditioned,1,0.0003413399999772082,0.0,1.0,0.0,2.0,0.0002513100000101076,solved,1.325500285970636e-13,3.542290046519584e-15,2.0837923095413285e-16,9.824544919455448e-16,True,True,
random_matrices,rand_009_n13,13.0,169.0,1.0,36.55915671527328,exact_svd,False,0.27790109094516907,ILU only,preconditioned,2,0.0003094400000236419,0.0,2.0,0.0,2.0,0.00019337999998469968,solved,1.325500285970636e-13,3.542290046519584e-15,2.0837923095413285e-16,9.824544919455448e-16,True,True,
random_matrices,rand_009_n13,13.0,169.0,1.0,36.55915671527328,exact_svd,False,0.27790109094516907,ILU-BiCGSTAB,preconditioned,0,0.00024766999996472805,1.0,1.0,0.0,1.0,9.130999995932143e-05,solved,5.792367087512496e-13,1.6398260915938994e-14,9.106063664226348e-16,4.548059273911933e-15,True,True,
random_matrices,rand_009_n13,13.0,169.0,1.0,36.55915671527328,exact_svd,False,0.27790109094516907,ILU-BiCGSTAB,preconditioned,1,0.0004309800000328323,2.0,3.0,0.0,2.0,0.0001998199999775352,solved,1.0634429903501374e-13,4.127283025443763e-15,1.6718173118344698e-16,1.1447023520453564e-15,True,True,
random_matrices,rand_009_n13,13.0,169.0,1.0,36.55915671527328,exact_svd,False,0.27790109094516907,ILU-BiCGSTAB,preconditioned,2,0.0004089600000156679,2.0,4.0,0.0,2.0,0.00019084999996721308,solved,1.0634429903501374e-13,4.127283025443763e-15,1.6718173118344698e-16,1.1447023520453564e-15,True,True,
random_matrices,rand_009_n13,13.0,169.0,1.0,36.55915671527328,exact_svd,False,0.27790109094516907,ILU-GMRES(30),preconditioned,0,0.00025951999998596875,2.0,2.0,0.0,3.0,9.33700000018689e-05,solved,1.2569139995339359e-12,1.4097209594720318e-14,1.9759691896752037e-15,3.9098624642097715e-15,True,True,
random_matrices,rand_009_n13,13.0,169.0,1.0,36.55915671527328,exact_svd,False,0.27790109094516907,ILU-GMRES(30),preconditioned,1,0.0005506400000285794,4.0,5.0,0.0,6.0,0.00020258000000694665,solved,1.1329759330963878e-13,1.318316798730503e-15,1.7811286510231388e-16,3.6563529347141295e-16,True,True,
random_matrices,rand_009_n13,13.0,169.0,1.0,36.55915671527328,exact_svd,False,0.27790109094516907,ILU-GMRES(30),preconditioned,2,0.0005514199999652192,4.0,6.0,0.0,6.0,0.000181749999967451,solved,1.1329759330963878e-13,1.318316798730503e-15,1.7811286510231388e-16,3.6563529347141295e-16,True,True,
random_matrices,rand_009_n13,13.0,169.0,1.0,36.55915671527328,exact_svd,False,0.27790109094516907,ILU-Krylov (dispatched),preconditioned,0,0.00041580999999268897,1.0,1.0,0.0,1.0,8.941999999478867e-05,solved,5.792367087512496e-13,1.6398260915938994e-14,9.106063664226348e-16,4.548059273911933e-15,True,True,
random_matrices,rand_009_n13,13.0,169.0,1.0,36.55915671527328,exact_svd,False,0.27790109094516907,ILU-Krylov (dispatched),preconditioned,1,0.0008132300000056603,2.0,3.0,0.0,2.0,0.00019987000001719935,solved,1.0634429903501374e-13,4.127283025443763e-15,1.6718173118344698e-16,1.1447023520453564e-15,True,True,
random_matrices,rand_009_n13,13.0,169.0,1.0,36.55915671527328,exact_svd,False,0.27790109094516907,ILU-Krylov (dispatched),preconditioned,2,0.0007927400000085072,2.0,4.0,0.0,2.0,0.00017812999999478052,solved,1.0634429903501374e-13,4.127283025443763e-15,1.6718173118344698e-16,1.1447023520453564e-15,True,True,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,Gauss elimination,direct-handwritten,0,0.004030780000050527,86.0,0.0,0.0,0.0,0.0,solved,6.2856899662589745e-15,9.362511490751032e-14,9.391531444562292e-16,1.003766592679707e-14,,True,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,Gauss elimination,direct-handwritten,1,0.005176349999999275,172.0,1.0,0.0,0.0,0.0,solved,2.3368910209200898e-14,2.949873231542326e-14,3.491579384808314e-15,3.162596067719e-15,,True,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,Gauss elimination,direct-handwritten,2,0.009383259000003363,258.0,2.0,0.0,0.0,0.0,solved,3.236122663309325e-15,4.8817883736675935e-14,4.835133122071332e-16,5.2338265078344395e-15,,True,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,Gauss-Jordan,direct-handwritten,0,0.0026891989999739963,87.0,0.0,0.0,0.0,0.0,solved,3.619496761429171e-14,4.593184663502798e-14,5.4079373674048186e-15,4.924410852566068e-15,,True,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,Gauss-Jordan,direct-handwritten,1,0.005203999999991993,174.0,1.0,0.0,0.0,0.0,solved,1.0674031554787668e-14,5.5562641699098773e-14,1.5948209906175372e-15,5.956940463430494e-15,,True,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,Gauss-Jordan,direct-handwritten,2,0.007825770000010834,261.0,2.0,0.0,0.0,0.0,solved,4.471320531618041e-15,5.539356509722174e-14,6.680658383856041e-16,5.93881354900848e-15,,True,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,LU,direct-handwritten,0,0.003303500000015447,86.0,0.0,0.0,0.0,0.0,solved,5.185443135679402e-15,8.39189817263604e-14,7.747638290169585e-16,8.997059221965482e-15,,True,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,LU,direct-handwritten,1,0.00662334999998393,172.0,1.0,0.0,0.0,0.0,solved,2.1341764910482432e-14,4.716292223442449e-14,3.1887009590856745e-15,5.056396010710663e-15,,True,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,LU,direct-handwritten,2,0.008389909000015905,258.0,2.0,0.0,0.0,0.0,solved,6.4816293214954536e-15,2.935107174036276e-14,9.684286993405542e-16,3.1467651923766282e-15,,True,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,Cholesky,direct-handwritten,0,,,,,,,not_applicable,,,,,,False,matrix is not symmetric
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,Cholesky,direct-handwritten,1,,,,,,,not_applicable,,,,,,False,matrix is not symmetric
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,Cholesky,direct-handwritten,2,,,,,,,not_applicable,,,,,,False,matrix is not symmetric
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,spsolve (SuperLU),direct-library,0,0.000389509999990878,1.0,0.0,2.0,0.0,0.00038512999998374653,solved,8.436655323898645e-15,1.1092117059486185e-13,1.2605316868417678e-15,1.189199773736328e-14,True,True,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,spsolve (SuperLU),direct-library,1,0.0004795499999659114,2.0,1.0,4.0,0.0,0.0003841700000180026,solved,3.679343431910839e-15,2.9847866472005866e-14,5.497355059129671e-16,3.2000271782802234e-15,True,True,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,spsolve (SuperLU),direct-library,2,0.0005177099999968959,3.0,2.0,6.0,0.0,0.0004193799999825387,solved,5.958409782632627e-15,2.0257539536831693e-14,8.902537849235747e-16,2.1718362062409473e-15,True,True,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,splu (SuperLU),direct-library,0,0.000157760000035978,1.0,0.0,2.0,0.0,0.0001309999999534739,solved,8.436655323898645e-15,1.1092117059486185e-13,1.2605316868417678e-15,1.189199773736328e-14,True,True,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,splu (SuperLU),direct-library,1,0.0003743600000234437,2.0,1.0,4.0,0.0,0.00024745000001757944,solved,3.679343431910839e-15,2.9847866472005866e-14,5.497355059129671e-16,3.2000271782802234e-15,True,True,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,splu (SuperLU),direct-library,2,0.0014902099999858365,3.0,2.0,6.0,0.0,0.0010138199999119024,solved,5.958409782632627e-15,2.0257539536831693e-14,8.902537849235747e-16,2.1718362062409473e-15,True,True,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,Jacobi,stationary,0,,,,,,,not_applicable,,,,,,False,Jacobi needs a nonzero diagonal (83 zero entries)
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,Jacobi,stationary,1,,,,,,,not_applicable,,,,,,False,Jacobi needs a nonzero diagonal (83 zero entries)
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,Jacobi,stationary,2,,,,,,,not_applicable,,,,,,False,Jacobi needs a nonzero diagonal (83 zero entries)
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,Gauss-Seidel,stationary,0,,,,,,,not_applicable,,,,,,False,Gauss-Seidel needs a nonzero diagonal (83 zero entries)
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,Gauss-Seidel,stationary,1,,,,,,,not_applicable,,,,,,False,Gauss-Seidel needs a nonzero diagonal (83 zero entries)
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,Gauss-Seidel,stationary,2,,,,,,,not_applicable,,,,,,False,Gauss-Seidel needs a nonzero diagonal (83 zero entries)
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,SOR,stationary,0,,,,,,,not_applicable,,,,,,False,SOR needs a nonzero diagonal (83 zero entries)
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,SOR,stationary,1,,,,,,,not_applicable,,,,,,False,SOR needs a nonzero diagonal (83 zero entries)
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,SOR,stationary,2,,,,,,,not_applicable,,,,,,False,SOR needs a nonzero diagonal (83 zero entries)
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,Conjugate Gradient,krylov,0,,,,,,,not_applicable,,,,,,False,Conjugate Gradient needs a symmetric matrix
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,Conjugate Gradient,krylov,1,,,,,,,not_applicable,,,,,,False,Conjugate Gradient needs a symmetric matrix
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,Conjugate Gradient,krylov,2,,,,,,,not_applicable,,,,,,False,Conjugate Gradient needs a symmetric matrix
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,BiCGSTAB,krylov,0,0.05167695799997318,3458.0,3458.0,0.0,0.0,0.0,did_not_converge,0.19991713049400403,187.39003954803462,0.029869879478935577,20.0903210303198,False,False,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,BiCGSTAB,krylov,1,0.1974887439999975,12843.0,12844.0,0.0,0.0,0.0,solved,2.1308735138576856e-09,2.213668254285165e-05,3.183765937741589e-10,2.373301483391624e-06,True,False,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,BiCGSTAB,krylov,2,0.2827940909999711,18626.0,18628.0,0.0,0.0,0.0,solved,3.998723944744031e-15,1.3564481196452492e-13,5.974545653186052e-16,1.4542650319288283e-14,True,True,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,GMRES(30),krylov,0,1.6932393839999804,10323.0,10323.0,0.0,0.0,0.0,did_not_converge,0.8972730011583847,215.98479142442298,0.13406273058279822,23.15600022204505,False,False,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,GMRES(30),krylov,1,3.414888076000011,20646.0,20647.0,0.0,0.0,0.0,did_not_converge,0.8972730011583849,215.98479142442295,0.13406273058279825,23.156000222045048,False,False,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,GMRES(30),krylov,2,5.075947540000016,30969.0,30971.0,0.0,0.0,0.0,did_not_converge,0.8972730011583848,215.9847914244228,0.13406273058279822,23.156000222045034,False,False,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,ILU only,preconditioned,0,0.0005905699999857461,0.0,0.0,0.0,1.0,0.0005548700000304052,inaccurate,0.30613239382152607,196.25915094926856,0.04573964064735953,21.04118958093337,True,False,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,ILU only,preconditioned,1,0.0007492400000046473,0.0,1.0,0.0,2.0,0.0006266700000310266,inaccurate,0.34245053714916684,89.10545411776422,0.05116598185891406,9.553107428206902,True,False,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,ILU only,preconditioned,2,0.0009475890000203435,0.0,2.0,0.0,3.0,0.0007921189999819944,inaccurate,0.1347404299300213,46.08449867552739,0.02013174355296386,4.940776869174867,True,False,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,ILU-BiCGSTAB,preconditioned,0,0.0006064100000457984,8.0,8.0,0.0,8.0,0.00026293100000884806,solved,6.962397998951538e-09,2.162058422793834e-06,1.0402609751309032e-09,2.317969936128902e-07,True,True,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,ILU-BiCGSTAB,preconditioned,1,0.0011537599999655868,14.0,15.0,0.0,14.0,0.0005292210000220621,solved,1.2445510326578853e-14,4.338273714838612e-14,1.8594999467537277e-15,4.651117629235801e-15,True,True,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,ILU-BiCGSTAB,preconditioned,2,0.0015659389999882478,16.0,18.0,0.0,16.0,0.0008122190000108276,solved,8.885828716064148e-15,3.668140582598868e-14,1.3276432698060434e-15,3.932659498151458e-15,True,True,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,ILU-GMRES(30),preconditioned,0,0.0009300700000380857,7.0,7.0,0.0,8.0,0.0002748699999983728,solved,3.019290617556803e-08,1.955180709968696e-07,4.5111615315530725e-09,2.0961737470304977e-08,True,True,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,ILU-GMRES(30),preconditioned,1,0.001807760000019698,14.0,15.0,0.0,16.0,0.0005837599999836129,solved,9.948971507561907e-15,4.3625408166024846e-14,1.486488822323063e-15,4.677134693221033e-15,True,True,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,ILU-GMRES(30),preconditioned,2,0.0027375800000299932,21.0,23.0,0.0,24.0,0.0008902099999659185,solved,9.074842888435856e-15,1.4187851010616191e-14,1.3558841240770234e-15,1.5210972910892693e-15,True,True,
chemical_process_simulation_problem,d_dyn,87.0,238.0,0.03144404809089708,7415749.730829363,exact_svd,False,0.0356952986910276,ILU-Krylov (dispatched),preconditioned,0,0.0008455400000002555,8.0,8.0,0.0,8.0,0.0003113399999961075,solved,6.962397998951538e-09,2.162058422793834e-06,1.0402609751309032e-09,2.317969936128902e-07,True,True,
