matrix,domain,n,nnz,chosen,rho_portfolio,rho_searched,crossed,evals,search_sec,worst_ratio_portfolio,worst_ratio_searched
cdde1,computational_fluid_dynamics_problem,961,4681,none,0.9890374890778495,0.9890374890778495,False,400,0.6155465000047116,1.0073782587309394,1.0073782587309394
cdde5,computational_fluid_dynamics_problem,961,4681,none,1.0976339073131633,1.0976339073131633,False,400,0.573376799999096,1.0650026001040043,1.0650026001040043
dynamicSoaringProblem_1,optimal_control_problem,647,5367,mc64,2.2166738282102783,1.5789111323684437,False,400,0.6501551999972435,302.15346596253863,283.4492797141223
gre_1107,directed_weighted_graph,1107,5664,minsum,2.6022110537631735,2.6022110537631735,False,41,0.10377270000026328,15.497610605510642,15.497610605510642
utm300,electromagnetics_problem,300,3155,mc64,3.3465031112307204,0.9191301265954397,True,400,0.799800699998741,2987.7781606153594,5368.692702966749
b_dyn,chemical_process_simulation_problem,1089,4264,mc64,0.9903453178227326,0.9903453178227326,False,127,0.37151409999933094,199999.99999999997,199999.99999999997
west1505,chemical_process_simulation_problem,1505,5445,mc64,2.3218821610730997,0.9909064707608696,True,54,0.2534553000004962,117931.06745064295,117931.06745064295
orbitRaising_3,optimal_control_problem,761,6098,mc64,3.599538094603723,0.8987168132087543,True,400,1.0984123000016552,2679.943294393911,2679.943294393911
rajat19,circuit_simulation_problem,1157,5399,mc64,2.289025195174077,1.7665257267185175,False,400,1.0446347999968566,2000000.0,2000000.0
umistfacesnorm_10NN,undirected_weighted_graph,575,6990,minsum,6.940622154603163,6.08125250160943,False,151,0.3183659999995143,54.525740506765224,100.45929251322272
orbitRaising_2,optimal_control_problem,739,6526,mc64,4.548366949859818,4.153973329864385,False,214,0.41113790000235895,7024.4812128110425,7024.4812128110425
qh1484,power_network_problem,1484,6110,mc64,3.357156621075525,3.3571191314996693,False,400,1.1234251000059885,30722300326.2686,30722300326.2686
spaceShuttleEntry_1,optimal_control_problem,560,6891,mc64,2.8238559586285086,2.4029501899464814,False,400,0.9431014000001596,250.44652384461156,1178.2903683565264
Spectro_10NN,undirected_weighted_graph,531,7422,minsum,9.383579247150555,5.210420459719261,False,300,0.6474643999972614,36.991624935400104,75.39211484772238
rdb1250l,computational_fluid_dynamics_problem,1250,7300,none,2.3182031009064508,2.032405784800696,False,400,0.9688715000011143,2.3273641218975816,6.833579881656805
reorientation_1,optimal_control_problem,677,7326,mc64,2.497653284276254,2.0024667460310077,False,400,0.8950793999974849,389150684.1182953,389150684.1182953
rdb1250,computational_fluid_dynamics_problem,1250,7300,none,1.0773062960498185,1.0773062960498185,False,400,1.0320600000050035,1.2177049518215077,1.2177049518215077
orbitRaising_4,optimal_control_problem,915,7790,mc64,3.5592935346505246,3.063677636768913,False,312,0.7605477999968571,17953.205849583304,17953.205849583304
goddardRocketProblem_1,optimal_control_problem,831,8498,mc64,3.2588328753184967,2.8816734548768372,False,321,0.8630472000004374,228883.54354499877,228883.54354499877
circuit204,circuit_simulation_problem,1020,5883,mc64,0.9943118599453411,0.9938501145626903,False,400,0.7626000000018394,2719.999999999978,2719.999999999978
micromass_10NN,undirected_weighted_graph,571,9668,mc64,5.136185036397393,2.7706994033688925,False,400,0.8693173999999999,135.51204658317943,368.937949658918
bfwa782,electromagnetics_problem,782,7514,none,1.0080950013894392,1.0080950013894392,False,400,0.9642514999941341,3.539027787725785,3.539027787725785
plsk1919,2d_3d_problem,1919,9662,bottleneck,6.797805588752709,6.332137488188471,False,59,0.23326969999470748,221.13731363634543,724.4438272160543
mahindas,economic_problem,1258,7682,mc64,0.8899940710977211,0.8899940710977211,False,50,0.1633088999951724,288745.61,288745.61
olm2000,computational_fluid_dynamics_problem,2000,7996,mc64,0.9946676057442984,0.9946676057442984,False,400,4.185116200002085,1.222196504207774,1.222196504207774
Vehicle_10NN,undirected_weighted_graph,846,10894,mc64,7.856849373818241,3.9541439577370263,False,170,0.33756569999968633,38.008487873128686,90.56119799216076
fpga_dcop_03,circuit_simulation_problem,1220,5892,mc64,0.9987450826381578,0.9987062400466872,False,400,1.8948301000054926,17.206593713885223,17.206593713885223
fpga_dcop_02,circuit_simulation_problem,1220,5892,mc64,0.9992803114616956,0.9992318909797077,False,400,1.8627853999932995,4.7498010043083765,4.7498010043083765
fpga_dcop_01,circuit_simulation_problem,1220,5892,mc64,0.9999949576610211,0.9999931361213372,False,167,0.7715289000043413,4.727272727354194,4.727272727354194
cavity04,computational_fluid_dynamics_problem,317,7327,mc64,5.837350829706239,3.515402574486282,False,400,0.77778770000441,1373.6812892212806,2127.1489260274734
cavity02,computational_fluid_dynamics_problem,317,7327,bottleneck,3.4861358040331507,1.7996836501167532,False,400,0.7515091000022949,259.29561173046835,713.3388207891076
freeFlyingRobot_2,optimal_control_problem,1338,11600,mc64,3.73857891125642,2.5901830893739355,False,400,1.6760004999960074,2684339.762107986,6908231.57439819
mhda416,electromagnetics_problem,416,8562,mc64,2.0489879975098058,0.140696768167516,True,400,1.3773417999982485,9062598.96907757,403375.62250498077
rotor2,structural_problem,791,10685,minsum,2.6439855862279846,2.6406339853887624,False,94,0.43642849999741884,2033625.0660928146,2033625.0660928146
mice_10NN,undirected_weighted_graph,1077,13484,mc64,4.751090041909521,4.638596377860618,False,190,0.9651584999955958,29.963536467499324,55.09623517737153
cavity03,computational_fluid_dynamics_problem,317,7327,mc64,6.430202557863129,1.6614599141587303,False,400,1.4558985999974539,573.6554093091077,1306.8850888339496
freeFlyingRobot_3,optimal_control_problem,1718,12922,minsum,4.494846304911137,4.4948451649465735,False,328,1.4199481000032392,3195536.461150073,10427216.999594295
cavity01,computational_fluid_dynamics_problem,317,7327,minsum,1.8596342878617296,1.8596342878617296,False,400,1.180390499997884,128.3333333333207,128.3333333333207
spaceStation_4,optimal_control_problem,950,13626,mc64,3.5677368701948926,2.294464543124388,False,400,1.5278795000049286,219553057.52502677,219553057.52502677
pores_2,computational_fluid_dynamics_problem,1224,9613,mc64,1.0876605760528049,1.0876605760157902,False,400,1.9686983999999939,1157.165500518613,1157.165500518613
lung1,computational_fluid_dynamics_problem,1650,7419,mc64,2.4834255094088067,2.012439392724489,False,400,1.646459399999003,3069385300.3866205,3069385300.3866205
spaceStation_5,optimal_control_problem,1019,15219,mc64,5.610076048014646,2.2917173094836025,False,400,1.8088298000002396,9759120.838634279,57167290.3682027
hangGlider_2,optimal_control_problem,1647,14754,mc64,2.633479474250222,2.6330746959069655,False,400,1.9432563000009395,2442.058167845252,2442.058167845252
collins_15NN,undirected_weighted_graph,1000,16492,mc64,6.318800536765474,1.2926875758353986,False,166,0.8087605000037001,24.18833312298606,196.9182809871645
watt_2,computational_fluid_dynamics_problem,1856,11550,mc64,7.151209742491315,3.4859089150716214,False,247,1.0734245999992709,16.69517584822718,16.69517584822718
dynamicSoaringProblem_2,optimal_control_problem,1591,15588,mc64,5.1086752459459905,4.910575353586881,False,400,2.028963800003112,1227.936497866979,1199.951016759742
cnae9_10NN,undirected_weighted_graph,1080,18278,minsum,5.3937942398276135,2.6842463972258006,False,190,1.085057999996934,156.99087732911977,270.0870374438001
Si2,theoretical_quantum_chemistry_problem,769,17801,none,1.0530281028503086,1.0530281028503086,False,400,1.7771385000014561,1.8867051779687656,1.8867051779687656
spaceStation_6,optimal_control_problem,1111,17595,mc64,8.678744397305675,1.1808735109672506,False,400,1.7744818999999552,9343637.438206725,57167292.85674195
spaceStation_10,optimal_control_problem,1272,17478,mc64,7.113441341953997,6.977581036423176,False,400,1.9440518000046723,15051937.507652799,15051937.507652799
reorientation_2,optimal_control_problem,1544,17910,mc64,2.5970455971812,1.1904464717278525,False,400,1.8878339000002597,2106601408.5036244,2106601408.5036244
bcsstm10,structural_problem,1086,22092,mc64,2.1863764644267003,1.3042287772225802,False,400,4.045656499998586,24.812693731469263,137.683374073213
bcsstm34,structural_problem,588,24270,mc64,10.23471970898932,2.807421117430087,False,400,2.5006514999986393,64.22241730641365,604.2176063778514
spaceStation_11,optimal_control_problem,1364,18954,mc64,7.055897667306869,5.9146384422594345,False,330,1.6349531000014395,21323914.25185802,21323914.25185802
spaceStation_12,optimal_control_problem,1410,19728,mc64,7.032749855979299,4.663060564796521,False,400,1.9222253000043565,142634330.66581702,142634330.66581702
plantstexture_10NN,undirected_weighted_graph,1599,21204,minsum,9.75174519767037,7.250303707931883,False,103,0.6157462999981362,43.219154249081924,52.93093661092726
Plants_10NN,undirected_weighted_graph,1600,21930,mc64,6.099359370065776,2.9135154914730244,False,70,0.4743065999937244,41.5897586113927,45.723580001557444
dataset18mfeatmorphological_10NN,undirected_weighted_graph,2000,22832,mc64,6.394691973625491,2.2460990246321577,False,400,2.2759747999953106,43.129506872437055,232.52978202193069
adder_dcop_05,circuit_simulation_problem,1813,11097,mc64,1.453233263059036,1.4532310428133748,False,400,2.04222380000283,474.3100549395766,503.6323949370895
init_adder1,circuit_simulation_problem,1813,11156,mc64,1.3899511566236529,1.324122256291431,False,400,2.1504635000019334,15.949891625464026,83.74707930854846
adder_dcop_01,circuit_simulation_problem,1813,11156,mc64,1.3899511566236529,1.324122256291431,False,400,2.279693500000576,15.949891625464026,83.74707930854846
adder_dcop_03,circuit_simulation_problem,1813,11148,mc64,1.4066654860361048,1.3844244521552607,False,400,2.1755791999967187,116.84243019832702,811.7005430148749
adder_dcop_02,circuit_simulation_problem,1813,11246,mc64,1.25939584244841,0.9675941335893432,True,400,2.231911399998353,338.44975610857995,338.44975610857995
adder_dcop_06,circuit_simulation_problem,1813,11224,mc64,1.1151155570561457,1.1143305028639778,False,400,2.346624599995266,1026.1655335547819,1028.2845270581768
adder_dcop_09,circuit_simulation_problem,1813,11239,mc64,1.0684195211883942,1.0682595693287549,False,63,0.38465610000275774,126.93628956882944,126.93628956882944
DK01R,computational_fluid_dynamics_problem,903,11766,mc64,1.2166042544483633,1.2166042544483633,False,400,1.320540799999435,14524443.89391305,14524443.89391305
adder_dcop_19,circuit_simulation_problem,1813,11245,mc64,1.1040319411547062,0.9657027968720066,True,400,2.3156518999967375,166.92366591794334,166.92366591794334
adder_dcop_31,circuit_simulation_problem,1813,11246,mc64,1.0562583900869764,0.999569329068715,True,400,2.3030509000018355,102.37384709871385,102.37384709871385
adder_dcop_39,circuit_simulation_problem,1813,11246,mc64,1.1663156993800277,0.9758722027079288,True,400,2.2322995999929844,42.80872142336608,42.80872142336608
radfr1,chemical_process_simulation_problem,1048,13299,minsum,2.403872604168984,1.1570502659148172,False,400,1.4651952999993227,178.98616011573176,226.6593169702495
spaceStation_13,optimal_control_problem,1617,23649,mc64,8.696657398433949,5.307148329484201,False,400,1.893044700002065,9950088.152197072,14027356.555730512
spaceShuttleEntry_2,optimal_control_problem,1428,24073,mc64,7.835492135998078,2.6989854750713205,False,281,1.4388844999994035,39025.62202919582,39025.62202919582
plantsmargin_12NN,undirected_weighted_graph,1600,25482,minsum,9.37258747600075,7.637441137914222,False,217,1.2794855999964057,26.371866968930636,50.703960637270164
dataset22mfeatzernike_10NN,undirected_weighted_graph,2000,27414,minsum,7.39462787852568,2.1171234392754728,False,293,1.853367600000638,66.77920806520805,58.78204116486613
dataset12mfeatfactors_10NN,undirected_weighted_graph,2000,27442,minsum,9.769875310014317,6.680400233772191,False,76,0.5774480999971274,46.54705106542421,46.54705106542421
dataset16mfeatkarhunen_10NN,undirected_weighted_graph,2000,27668,mc64,8.08092006757582,7.7211713085456015,False,188,1.292394999996759,28.98753770260448,34.84121244063875
spaceShuttleEntry_3,optimal_control_problem,1834,28757,mc64,7.955881566116741,6.317465650290683,False,191,1.1979384000005666,17369.4718003204,15460.21845043452
sherman2,computational_fluid_dynamics_problem,1080,23094,mc64,1.1685008712592038,0.5880157963834972,True,400,2.0871140000017476,31464.374711164342,31464.374711164342
lhr01,chemical_process_simulation_problem,1477,18592,mc64,1.8204121228412455,1.449902332407725,False,400,1.7550172999981442,956.9514599252736,1207.0160069028614
mcfe,2d_3d_problem,765,24382,mc64,5.097540881900261,3.1996784442197237,False,400,1.8515963999961969,34.00966518891541,24.963390656618113
plat1919,2d_3d_problem,1919,32399,none,0.9996943786179991,0.9996892836161716,False,400,2.306225699998322,7.112831321288186,8.725816451211616
nasa1824,structural_problem,1824,39208,mc64,1.1705965843143982,0.9858225265633163,True,284,3.5622845999969286,54.50134684466208,103.51802316371078
ex21,computational_fluid_dynamics_problem,656,19144,mc64,5.7923863315316595,5.401442201384538,False,400,2.342498899997736,4485.2318281002445,4712.532456896879
dendrimer,computational_chemistry_problem,730,63024,none,1.0102188316818734,0.9864253264999352,True,400,2.8917948999951477,6.152185469644164,17.599841924561076
ex22,computational_fluid_dynamics_problem,839,22715,mc64,7.281114678456314,7.249305742866679,False,400,3.443780000001425,117.76639951714351,233.9475798072887
utm1700b,electromagnetics_problem,1700,21509,mc64,1.7225794624773283,1.0753801728706973,False,400,1.2666064000004553,529.8935812045239,529.8935812045239
ex25,computational_fluid_dynamics_problem,848,24612,mc64,5.490569370253487,4.712152942603728,False,400,1.6785842000026605,6809.764419109664,20142.194425077963
bcsstm27,structural_problem,1224,56126,none,4.216104153785514,4.21604505052761,False,139,0.9209875999949872,100.52933667108145,222.1075047864774
Goodwin_010,computational_fluid_dynamics,1182,32282,minsum,4.695081496642551,4.695081496642551,False,400,1.419604500006244,290.65333333330983,290.65333333330983
cavity08,computational_fluid_dynamics_problem,1182,32747,mc64,3.783986961418259,2.6527383707735983,False,400,2.129509500002314,916.2337875965098,2550.439815340693
