matrix,domain,n,nnz,zero_diag,none,none_status,none_zeros_after,none_sec,mc64,mc64_status,mc64_zeros_after,mc64_sec,best,best_status,best_zeros_after,best_sec,mc64_residual,mc64_iterations,best_residual,best_iterations
oscil_dcop_53,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0029389999981503934,True,did_not_converge,0,0.4168433000013465,True,did_not_converge,0,0.10316990000137594,1.4663791140277026e+147,13642.0,2.958164358212814e+148,2542.0
oscil_dcop_55,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.003033999997569481,True,did_not_converge,0,0.2544543000003614,True,did_not_converge,0,0.0817551000000094,2.2476541388305313e+147,13160.0,5.285967645811666e+147,3228.0
oscil_dcop_48,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.002062899999145884,True,did_not_converge,0,0.24652250000144704,True,did_not_converge,0,0.11357130000033067,1.719347585914242e+147,10660.0,9.1436318466481e+146,2462.0
oscil_dcop_49,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.002626199999212986,True,did_not_converge,0,0.15002720000120462,True,did_not_converge,0,0.10995969999930821,1.839723104100616e+147,3726.0,1.8092543391251015e+148,2910.0
oscil_dcop_47,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0014972999997553416,True,did_not_converge,0,0.08118520000061835,True,diverged,0,0.43731450000268524,1.1947673118823025e+147,4030.0,,20000.0
oscil_dcop_46,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0014860999981465284,True,did_not_converge,0,0.113186599999608,True,diverged,0,0.46187989999816637,3.991891719083582e+147,3556.0,,20000.0
oscil_dcop_45,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0016132000018842518,True,did_not_converge,0,0.2296597999993537,True,did_not_converge,0,0.08338440000079572,2.1897731613866615e+147,9488.0,4.954115960326775e+147,2536.0
oscil_dcop_06,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.002645900000061374,True,did_not_converge,0,0.6241703999985475,True,did_not_converge,0,0.42421050000120886,3.3949834663166304e+39,20000.0,3.3949834663166304e+39,20000.0
oscil_dcop_01,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.002601100000902079,True,did_not_converge,0,0.5872941000015999,True,did_not_converge,0,0.6771537999993598,0.3552569153925476,20000.0,0.3552569153925476,20000.0
oscil_dcop_44,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.00149049999890849,True,did_not_converge,0,0.3188260999995691,True,diverged,0,0.5861568000000261,7.351699035200246e+147,12548.0,,20000.0
oscil_dcop_43,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0019022000014956575,True,did_not_converge,0,0.20323849999840604,True,diverged,0,0.653314400002273,1.752072671311377e+147,7874.0,,20000.0
oscil_dcop_07,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0027555000015127007,True,did_not_converge,0,0.5550863999997091,True,did_not_converge,0,0.5293406999990111,8.613438741570629e+47,20000.0,8.613438741570629e+47,20000.0
oscil_dcop_05,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0017814000020734966,True,did_not_converge,0,0.6109527000007802,True,did_not_converge,0,0.5535511999987648,3.971863246654439e+36,20000.0,3.971863246654439e+36,20000.0
oscil_dcop_02,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0028325000021141022,True,did_not_converge,0,0.4999855000023672,True,did_not_converge,0,0.4818077000018093,1.5517454352411787e+35,20000.0,1.5517454352411787e+35,20000.0
oscil_dcop_08,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.003876200000377139,True,did_not_converge,0,0.6168483000001288,True,did_not_converge,0,0.5805140999982541,215495989100.32022,20000.0,215495989100.32022,20000.0
oscil_dcop_13,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0015596999983245041,True,did_not_converge,0,0.4417892999990727,True,did_not_converge,0,0.1300202000020363,514.5304122312544,20000.0,2.680477571741069e+148,3280.0
oscil_dcop_42,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0019618000005721115,True,did_not_converge,0,0.10976999999911641,True,did_not_converge,0,0.11022130000128527,1.3021872471297193e+147,4644.0,1.0667464785180088e+147,2834.0
oscil_dcop_12,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0032257999991998076,True,did_not_converge,0,0.5151499999992666,True,did_not_converge,0,0.5645175999998173,4.443329014543593e+58,20000.0,4.443329014543593e+58,20000.0
oscil_dcop_41,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0016099999993457459,True,did_not_converge,0,0.19006879999869852,True,diverged,0,0.6848996000007901,5.315067535572485e+147,8276.0,,20000.0
oscil_dcop_04,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0029355999977269676,True,did_not_converge,0,0.5255419999994047,True,did_not_converge,0,0.6295597999996971,251527394.88932335,20000.0,251527394.88932335,20000.0
oscil_dcop_09,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.00277039999855333,True,did_not_converge,0,0.6787943000017549,True,did_not_converge,0,0.6775789000021177,4.384198806870564e+58,20000.0,4.384198806870564e+58,20000.0
oscil_dcop_40,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.003006500002811663,True,did_not_converge,0,0.7022653999993054,True,did_not_converge,0,0.11982429999989108,29.6176599109523,20000.0,1.743078961800357e+148,2096.0
oscil_dcop_23,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0028053000023646746,True,did_not_converge,0,0.6021178999981203,True,did_not_converge,0,0.13482219999787048,2.7316516451627267e-06,20000.0,6.788152013283782e+147,2888.0
oscil_dcop_24,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0030234000005293638,True,did_not_converge,0,0.6828964000014821,True,did_not_converge,0,0.13593829999808804,0.005722713072751412,20000.0,9.28131091689738e+147,3152.0
oscil_dcop_28,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.003064799999265233,True,did_not_converge,0,0.6831753000005847,True,did_not_converge,0,0.1617033000002266,139839.30387048394,20000.0,2.692460557928867e+148,3426.0
oscil_dcop_29,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.002935500000603497,True,did_not_converge,0,0.6904049000004306,True,diverged,0,0.6848989999998594,206879686338550.3,20000.0,,20000.0
oscil_dcop_31,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.003031700001884019,True,did_not_converge,0,0.651959300001181,True,did_not_converge,0,0.15863859999808483,2.5481269674057723e+34,20000.0,1.0428868262432307e+148,3170.0
oscil_dcop_30,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0027982999999949243,True,did_not_converge,0,0.6983373000002757,True,did_not_converge,0,0.18929260000004433,22092733.48293716,20000.0,2.7535502453799916e+148,3702.0
oscil_dcop_26,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0020021000018459745,True,did_not_converge,0,0.7116824000004272,True,did_not_converge,0,0.16608220000125584,1.8160815171143064e+34,20000.0,1.0191374501376168e+148,3382.0
oscil_dcop_03,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0016480999984196387,True,did_not_converge,0,0.609341499999573,True,did_not_converge,0,0.732121900000493,136722575737.2191,20000.0,136722575737.2191,20000.0
oscil_dcop_36,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0025657000005594455,True,did_not_converge,0,0.562530200000765,True,diverged,0,0.6564011999980721,2.0295186309478395e+39,20000.0,,20000.0
oscil_dcop_25,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.001521499998489162,True,did_not_converge,0,0.5585123000018939,True,diverged,0,0.6839548999996623,0.18885300063529692,20000.0,,20000.0
oscil_dcop_35,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0029419999991660006,True,did_not_converge,0,0.6153903000013088,True,diverged,0,0.6672406999969098,2.7202854891287677e+17,20000.0,,20000.0
oscil_dcop_17,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0017606000001251232,True,did_not_converge,0,0.632198100000096,True,did_not_converge,0,0.14714810000077705,1779.8987677138846,20000.0,1.752470969832969e+148,3220.0
oscil_dcop_18,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0028505000009317882,True,did_not_converge,0,0.6604761999988114,True,did_not_converge,0,0.1497758999976213,1.4226440998603758e+33,20000.0,2.5889357011230523e+147,2712.0
oscil_dcop_34,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0029842999974789564,True,did_not_converge,0,0.6396172000022489,True,did_not_converge,0,0.21236800000042422,27535038.66101706,20000.0,1.7174649186135013e+147,4522.0
oscil_dcop_37,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0030583000007027294,True,did_not_converge,0,0.7455154000017501,True,diverged,0,0.6906190000008792,3.796491185727625e+37,20000.0,,20000.0
oscil_dcop_27,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.003034800000023097,True,did_not_converge,0,0.7165355000033742,True,did_not_converge,0,0.1655629000015324,204.13611878700644,20000.0,1.501995493805535e+148,3412.0
oscil_dcop_10,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0017320000006293412,True,did_not_converge,0,0.6751796999997168,True,did_not_converge,0,0.7439659000010579,4.899334543420571e+16,20000.0,4.899334543420571e+16,20000.0
oscil_dcop_11,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0026672000021790154,True,did_not_converge,0,0.7188305999989097,True,did_not_converge,0,0.6160340999995242,1.1787811427851133e+73,20000.0,1.1787811427851133e+73,20000.0
oscil_dcop_39,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0020576999995682854,True,did_not_converge,0,0.5451453999994555,True,did_not_converge,0,0.06380280000303173,5.96305711849222e+16,20000.0,1.1646222265498928e+147,2556.0
oscil_dcop_33,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.003034800000023097,True,did_not_converge,0,0.40939129999969737,True,did_not_converge,0,0.11722790000203531,1589039599.7488742,20000.0,2.5496749626810603e+148,3540.0
oscil_dcop_32,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0029346000010264106,True,did_not_converge,0,0.6431502000014007,True,diverged,0,0.7270916000015859,3.248956756134368e+54,20000.0,,20000.0
oscil_dcop_22,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.002037899997958448,True,did_not_converge,0,0.6196873000008054,True,did_not_converge,0,0.124036299999716,117518.37290363728,20000.0,4.0170752717279896e+148,2852.0
oscil_dcop_38,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0030703999982506502,True,did_not_converge,0,0.5133727000029467,True,did_not_converge,0,0.19110409999848343,2.969359266766536e+44,20000.0,3.943883543639264e+148,4132.0
oscil_dcop_19,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0015219000015349593,True,did_not_converge,0,0.5312801000000036,True,did_not_converge,0,0.14439150000180234,1409.5740011917312,20000.0,2.572664588028318e+148,3238.0
oscil_dcop_14,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0028152999984740745,True,did_not_converge,0,0.5794223000011698,True,diverged,0,0.673697499998525,32.091557593753194,20000.0,,20000.0
oscil_dcop_15,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.003035899997485103,True,did_not_converge,0,0.6784886999994342,True,did_not_converge,0,0.1355351000020164,24.339615284658535,20000.0,2.3115771487048014e+148,3040.0
oscil_dcop_20,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.0014744999971298967,True,did_not_converge,0,0.45432290000098874,True,did_not_converge,0,0.0969881000019086,76519758280295.77,20000.0,4.577888072968565e+148,3594.0
oscil_dcop_21,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.001929599999130005,True,did_not_converge,0,0.389152899999317,True,did_not_converge,0,0.11157989999992424,51096641884.984,20000.0,8.914036579412421e+147,3076.0
oscil_dcop_16,circuit_simulation_problem,430,1544,64,False,not_applicable,64,0.002546200001233956,True,did_not_converge,0,0.4068251999997301,True,diverged,0,0.49230570000145235,2.218932020499273e-06,20000.0,,20000.0
west0655,chemical_process_simulation_problem,655,2854,650,False,not_applicable,650,0.0034593000018503517,True,solved,0,0.12831170000208658,True,solved,0,0.18262370000229566,9.993714218851314e-09,2491.0,9.181240284486363e-09,2029.0
M20PI_n,eigenvalue_model_reduction_problem,1182,2881,697,False,not_applicable,697,0.002308199997060001,False,not_applicable,697,0.043919600000663195,False,not_applicable,697,0.298934399997961,,,,
S20PI_n,eigenvalue_model_reduction_problem,1182,2881,697,False,not_applicable,697,0.004091000002517831,False,not_applicable,697,0.04190340000059223,False,not_applicable,697,0.30362500000046566,,,,
lns_511,computational_fluid_dynamics_problem,511,2796,89,False,not_applicable,89,0.005437700001493795,True,did_not_converge,0,0.8699949000001652,True,inaccurate,0,0.1739320000015141,0.11100472867180174,20000.0,0.004623599636558878,5057.0
west0989,chemical_process_simulation_problem,989,3537,984,False,not_applicable,984,0.004710000001068693,True,solved,0,0.04212019999977201,True,solved,0,0.2662380000001576,9.561404396951347e-09,433.0,9.561404396951347e-09,433.0
lnsp_511,computational_fluid_dynamics_problem,511,2796,89,False,not_applicable,89,0.005935600001976127,True,inaccurate,0,0.1295575000003737,True,inaccurate,0,0.25537469999835594,1.1198270189324401e-08,4664.0,1.1198270189324401e-08,4664.0
b2_ss,chemical_process_simulation_problem,1089,4228,1088,False,not_applicable,1088,0.005457399998704204,True,did_not_converge,0,0.08140029999776743,True,did_not_converge,0,0.3333177999993495,1154511.9833960268,494.0,1154511.9833960268,494.0
nnc666,2d_3d_problem,666,4044,256,False,not_applicable,256,0.008428299999650335,True,did_not_converge,0,0.5789836000003561,True,did_not_converge,0,0.4872524999991583,15969970.900195617,20000.0,4038294.314294796,20000.0
spaceStation_3,optimal_control_problem,467,5103,208,False,not_applicable,208,0.004599899999448098,True,did_not_converge,0,0.5850237999984529,True,did_not_converge,0,0.4371190999991086,7.059874037189391e+31,20000.0,7.059874037189391e+31,20000.0
freeFlyingRobot_1,optimal_control_problem,798,5246,322,False,not_applicable,322,0.004958800000167685,True,did_not_converge,0,0.8233624999993481,True,did_not_converge,0,0.8879618000028131,0.9959704479685272,20000.0,0.04820461073712694,20000.0
M40PI_n,eigenvalue_model_reduction_problem,2182,5341,1237,False,not_applicable,1237,0.004195000001345761,False,not_applicable,1237,0.13165939999817056,False,not_applicable,1237,0.8888821000000462,,,,
S40PI_n,eigenvalue_model_reduction_problem,2182,5341,1237,False,not_applicable,1237,0.005332799999450799,False,not_applicable,1237,0.1501282999997784,False,not_applicable,1237,0.9372659999971802,,,,
b_dyn,chemical_process_simulation_problem,1089,4264,1087,False,not_applicable,1087,0.0038083999970695004,True,did_not_converge,0,0.0624244999999064,True,did_not_converge,0,0.3863387999990664,6.101679131699455e-07,710.0,6.101679131699455e-07,710.0
laser,materials_problem,3002,9000,2002,False,not_applicable,2002,0.012260899999091635,False,not_applicable,2002,3.1938890000019455,False,not_applicable,2002,10.859147299997858,,,,
west1505,chemical_process_simulation_problem,1505,5445,1500,False,not_applicable,1500,0.005451799999718787,True,solved,0,0.10054659999877913,True,solved,0,0.6060503000007884,7.477063309485106e-09,605.0,7.477063309485106e-09,605.0
reorientation_1,optimal_control_problem,677,7326,281,False,not_applicable,281,0.010025700001278892,True,did_not_converge,0,0.5467382999995607,True,did_not_converge,0,0.6599784000027284,87068.70280069594,20000.0,87068.70280069594,20000.0
goddardRocketProblem_1,optimal_control_problem,831,8498,415,False,not_applicable,415,0.008868100001564017,True,did_not_converge,0,0.5036121000011917,True,did_not_converge,0,0.9509424999996554,0.0016010642151831037,20000.0,0.0016010642151831037,20000.0
west2021,chemical_process_simulation_problem,2021,7353,2016,False,not_applicable,2016,0.005877400002646027,True,did_not_converge,0,0.7736823000013828,True,did_not_converge,0,1.52144860000044,0.020248283541260674,20000.0,0.020248283541260674,20000.0
plsk1919,2d_3d_problem,1919,9662,1919,False,not_applicable,1919,0.01956350000182283,True,did_not_converge,0,0.5711830000000191,True,did_not_converge,0,2.03230959999928,5.6620502226449005,1392.0,24.454010498014124,138.0
fpga_dcop_03,circuit_simulation_problem,1220,5892,84,False,not_applicable,84,0.007582600002933759,True,did_not_converge,0,0.2506684999971185,True,did_not_converge,0,0.4773609000003489,1.0294153386367752e-05,4544.0,1.0294153386367752e-05,4544.0
fpga_dcop_02,circuit_simulation_problem,1220,5892,84,False,not_applicable,84,0.004836000000068452,True,did_not_converge,0,0.10251219999918249,True,did_not_converge,0,0.3962781999980507,0.03295493355507599,3022.0,0.03295493355507599,3022.0
fpga_dcop_09,circuit_simulation_problem,1220,5888,84,False,not_applicable,84,0.004739499996503582,True,did_not_converge,0,0.08367790000193054,True,did_not_converge,0,0.31916289999935543,6.319776928669989e-05,938.0,6.319776928669989e-05,938.0
fpga_dcop_15,circuit_simulation_problem,1220,5892,84,False,not_applicable,84,0.008805299999949057,True,did_not_converge,0,0.1625419999982114,True,did_not_converge,0,0.5046495000024152,0.029092481134518153,4076.0,0.029092481134518153,4076.0
M80PI_n,eigenvalue_model_reduction_problem,4182,10261,2317,False,not_applicable,2317,0.007438799999363255,False,not_applicable,2317,0.4578853999992134,False,not_applicable,2317,3.4711744000014733,,,,
S80PI_n,eigenvalue_model_reduction_problem,4182,10261,2317,False,not_applicable,2317,0.008304299997689668,False,not_applicable,2317,0.4773598000028869,False,not_applicable,2317,3.1525688000001537,,,,
fpga_dcop_12,circuit_simulation_problem,1220,5892,84,False,not_applicable,84,0.008762199999182485,True,did_not_converge,0,0.2610547000003862,True,did_not_converge,0,0.5680311000032816,5.1452793978294076e-05,8218.0,5.1452793978294076e-05,8218.0
fpga_dcop_01,circuit_simulation_problem,1220,5892,84,False,not_applicable,84,0.0046082000008027535,True,did_not_converge,0,0.1676752999992459,True,did_not_converge,0,0.5051876000034099,3.930394111588447e-06,5936.0,3.930394111588447e-06,5936.0
nnc1374,2d_3d_problem,1374,8606,504,False,not_applicable,504,0.019906999998056563,True,did_not_converge,0,0.781031599999551,True,did_not_converge,0,1.1325718000007328,5954498762.098631,20000.0,361544503.437547,20000.0
freeFlyingRobot_2,optimal_control_problem,1338,11600,538,False,not_applicable,538,0.01817289999962668,True,did_not_converge,0,0.6999748999987787,True,did_not_converge,0,1.4260471000015968,1873.8070636656557,19940.0,1873.8070636656557,19940.0
zenios,optimization_problem,2873,27191,2873,False,not_applicable,2873,0.006117600001743995,False,not_applicable,2873,0.15457510000123875,False,not_applicable,2873,0.7380565999992541,,,,
rotor2,structural_problem,791,10685,123,False,not_applicable,123,0.006525600001623388,True,did_not_converge,0,0.7433596999981091,True,did_not_converge,0,0.7882040000004054,0.05426145504835586,20000.0,4.106882402939357,20000.0
freeFlyingRobot_3,optimal_control_problem,1718,12922,690,False,not_applicable,690,0.023953699997946387,True,did_not_converge,0,0.1322340999977314,True,did_not_converge,0,0.8349458000011509,1.0004600548745661,2.0,1.0002678889263557,2.0
spaceStation_4,optimal_control_problem,950,13626,420,False,not_applicable,420,0.013225399998191278,True,did_not_converge,0,0.7343395000025339,True,did_not_converge,0,0.9355294999986654,6.960830799549937e+17,20000.0,6.960830799549937e+17,20000.0
spaceStation_5,optimal_control_problem,1019,15219,450,False,not_applicable,450,0.015827600000193343,True,did_not_converge,0,0.6334190999987186,True,did_not_converge,0,1.3672550999981468,82550491443851.22,20000.0,82550491443851.22,20000.0
extr1,chemical_process_simulation_problem,2837,11407,2835,False,not_applicable,2835,0.00941939999756869,True,did_not_converge,0,1.1024252000024717,True,did_not_converge,0,3.1570044000000053,0.18366519555456196,20000.0,0.18366519555456196,20000.0
extr1b,chemical_process_simulation_problem,2836,11404,2834,False,not_applicable,2834,0.008915399997931672,True,did_not_converge,0,0.35916849999921396,True,did_not_converge,0,2.868134000000282,0.04557471126185076,554.0,0.04477976427107595,390.0
spaceStation_6,optimal_control_problem,1111,17595,490,False,not_applicable,490,0.0285303999989992,True,did_not_converge,0,0.9339591999996628,True,did_not_converge,0,1.254855499999394,11334423736.23187,20000.0,11334423736.23187,20000.0
spaceStation_10,optimal_control_problem,1272,17478,560,False,not_applicable,560,0.03030840000064927,True,did_not_converge,0,0.9290376999997534,True,did_not_converge,0,1.2800713999968139,12119683.45205648,20000.0,12119683.45205648,20000.0
spaceStation_7,optimal_control_problem,1134,18252,500,False,not_applicable,500,0.020302900000388036,True,did_not_converge,0,0.8659308999995119,True,did_not_converge,0,1.2822162999982538,9.149325074398203e+23,20000.0,9.149325074398203e+23,20000.0
freeFlyingRobot_4,optimal_control_problem,2358,18218,946,False,not_applicable,946,0.039857499999925494,True,did_not_converge,0,0.44252639999831445,True,did_not_converge,0,2.258453400001599,16831360.351494163,1958.0,16831360.351494163,1958.0
spaceStation_8,optimal_control_problem,1157,18945,510,False,not_applicable,510,0.019906099998479476,True,did_not_converge,0,0.8243724999992992,True,did_not_converge,0,1.493576299999404,5143981.905610626,20000.0,5143981.905610626,20000.0
spaceStation_11,optimal_control_problem,1364,18954,600,False,not_applicable,600,0.034548899999208516,True,did_not_converge,0,0.9029578999980004,True,did_not_converge,0,1.5814212000004773,486935.80779960647,20000.0,486935.80779960647,20000.0
spaceStation_9,optimal_control_problem,1180,19674,520,False,not_applicable,520,0.025717700002132915,True,did_not_converge,0,0.900754299997061,True,did_not_converge,0,1.5408467999986897,8783813118694012.0,20000.0,8783813118694012.0,20000.0
spaceStation_12,optimal_control_problem,1410,19728,620,False,not_applicable,620,0.02081270000053337,True,did_not_converge,0,0.8913191999999981,True,did_not_converge,0,1.720524899999873,181932895.9625273,20000.0,181932895.9625273,20000.0
bcsstm13,computational_fluid_dynamics_problem,2003,21943,762,False,not_applicable,762,0.02426519999789889,False,not_applicable,762,0.1334077999999863,False,not_applicable,762,0.42473810000228696,,,,
kineticBatchReactor_1,optimal_control_problem,2052,20600,980,False,not_applicable,980,0.019030399998882785,True,did_not_converge,0,1.5267095000017434,True,did_not_converge,0,4.465304900000774,1.239281263894385,20000.0,1.239281263894385,20000.0
adder_dcop_02,circuit_simulation_problem,1813,11246,12,False,not_applicable,12,0.014827199996943818,True,solved,0,0.1460323999999673,True,solved,0,0.7577450999997382,9.559715646635743e-09,1169.0,9.559715646635743e-09,1169.0
adder_dcop_07,circuit_simulation_problem,1813,11226,12,False,not_applicable,12,0.01061439999830327,True,solved,0,0.13910279999981867,True,solved,0,0.7073258000018541,8.873000020271468e-09,275.0,8.873000020271468e-09,275.0
spaceStation_13,optimal_control_problem,1617,23649,709,False,not_applicable,709,0.03582230000029085,True,did_not_converge,0,0.31512349999684375,True,did_not_converge,0,1.3184734999995271,964779496168.5786,3156.0,964779496168.5786,3156.0
spaceStation_14,optimal_control_problem,1640,24324,720,False,not_applicable,720,0.035443900000245776,True,did_not_converge,0,1.1356338000005053,True,did_not_converge,0,2.2014398999999685,454596.97025737615,20000.0,454596.97025737615,20000.0
eurqsa,economic_problem,7245,46142,2121,False,not_applicable,2121,0.5705754999980854,True,did_not_converge,0,3.2019077999975707,True,did_not_converge,0,10.699745999998413,5093.268705673399,194.0,3360.214234825441,286.0
bayer09,chemical_process_simulation_problem,3083,21216,3079,False,not_applicable,3079,0.015933099999529077,True,solved,0,0.6893344999989495,True,solved,0,3.002073499999824,7.674002604482774e-09,13271.0,7.674002604482774e-09,13271.0
g7jac010,economic_problem,2880,19635,124,False,not_applicable,124,0.03703250000035041,True,solved,0,0.31886329999906593,True,solved,0,1.8865597000003618,9.055215739342187e-09,925.0,9.055215739342187e-09,925.0
hydr1,chemical_process_simulation_problem,5308,23752,5306,False,not_applicable,5306,0.016962300000159303,True,did_not_converge,0,1.7248405999998795,True,did_not_converge,0,8.675160799997684,744200.9467405175,20000.0,3.59650486649269,20000.0
