domain,matrix,n,nnz,density,condition_number,condition_method,ill_conditioned,cancellation_ratio,method,family,refinement_passes,runtime_sec,iterations,matvecs,tri_solves,precond_applies,setup_sec,status,residual_abs,error_abs,residual_rel,error_rel,reported_converged,accurate,note
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,Cholesky,direct-handwritten,1,,,,,,,not_applicable,,,,,,False,matrix is not symmetric
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,Cholesky,direct-handwritten,2,,,,,,,not_applicable,,,,,,False,matrix is not symmetric
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,spsolve (SuperLU),direct-library,0,0.00024959999973361846,1.0,0.0,2.0,0.0,0.00024759999905654695,solved,2.059156955057807e-15,2.554851631247803e-13,1.608620248616781e-16,2.5052381388590205e-14,True,True,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,spsolve (SuperLU),direct-library,1,0.000158200000441866,1.0,1.0,2.0,0.0,0.0001342999985354254,solved,2.059156955057807e-15,2.554851631247803e-13,1.608620248616781e-16,2.5052381388590205e-14,True,True,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,spsolve (SuperLU),direct-library,2,0.00013500000022759195,1.0,1.0,2.0,0.0,0.00011380000069038942,solved,2.059156955057807e-15,2.554851631247803e-13,1.608620248616781e-16,2.5052381388590205e-14,True,True,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,splu (SuperLU),direct-library,0,0.0001236000007338589,1.0,0.0,2.0,0.0,0.00010649999967426993,solved,2.059156955057807e-15,2.554851631247803e-13,1.608620248616781e-16,2.5052381388590205e-14,True,True,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,splu (SuperLU),direct-library,1,0.00012340000102994964,1.0,1.0,2.0,0.0,9.109999882639386e-05,solved,2.059156955057807e-15,2.554851631247803e-13,1.608620248616781e-16,2.5052381388590205e-14,True,True,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,splu (SuperLU),direct-library,2,0.00011780000022554304,1.0,1.0,2.0,0.0,8.600000001024455e-05,solved,2.059156955057807e-15,2.554851631247803e-13,1.608620248616781e-16,2.5052381388590205e-14,True,True,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,Jacobi,stationary,0,0.0005715999996027676,89.0,89.0,0.0,0.0,0.0,did_not_converge,14902284005626.445,8199784130219.8955,1164171373299.5027,804054986293.0709,False,False,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,Jacobi,stationary,1,0.0010859000012715114,174.0,175.0,0.0,0.0,0.0,did_not_converge,1.6826146897919165e+25,9.243144059727938e+24,1.3144641810674094e+24,9.063648447596538e+23,False,False,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,Jacobi,stationary,2,0.0016178999994735932,259.0,261.0,0.0,0.0,0.0,did_not_converge,1.9776819363752232e+37,1.0860215949734356e+37,1.544971693567438e+36,1.0649317894139823e+36,False,False,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,Gauss-Seidel,stationary,0,0.02552540000033332,1156.0,1156.0,1155.0,0.0,0.0,solved,1.2732602440544044e-07,5.396125671182166e-05,9.946751292143053e-09,5.291336556760929e-06,True,False,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,Gauss-Seidel,stationary,1,0.07688509999934467,3001.0,3002.0,2999.0,0.0,0.0,solved,2.882306612438861e-15,8.60263845456591e-13,2.251667493389804e-16,8.435581028502934e-14,True,True,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,Gauss-Seidel,stationary,2,0.13375519999863172,4834.0,4836.0,4831.0,0.0,0.0,solved,1.9984014443252818e-15,4.4663447125932846e-13,1.5611578419559686e-16,4.379611316143292e-14,True,True,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,SOR,stationary,0,0.014726800000062212,575.0,575.0,574.0,0.0,0.0,solved,1.260468473992321e-07,5.127944964358717e-05,9.8468215597981e-09,5.028363738056723e-06,True,False,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,SOR,stationary,1,0.03916170000047714,1660.0,1661.0,1658.0,0.0,0.0,solved,2.2093159237770886e-15,3.135731332132033e-13,1.7259249334296343e-16,3.074837548447218e-14,True,True,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,SOR,stationary,2,0.027853899999172427,1660.0,1662.0,1658.0,0.0,0.0,solved,2.2093159237770886e-15,3.135731332132033e-13,1.7259249334296343e-16,3.074837548447218e-14,True,True,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,Conjugate Gradient,krylov,0,,,,,,,not_applicable,,,,,,False,Conjugate Gradient needs a symmetric matrix
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,Conjugate Gradient,krylov,1,,,,,,,not_applicable,,,,,,False,Conjugate Gradient needs a symmetric matrix
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,Conjugate Gradient,krylov,2,,,,,,,not_applicable,,,,,,False,Conjugate Gradient needs a symmetric matrix
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,BiCGSTAB,krylov,0,0.0017131999993580393,178.0,178.0,0.0,0.0,0.0,solved,1.2409985814686098e-07,3.006789401160584e-05,9.694722113104125e-09,2.948399582650343e-06,True,False,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,BiCGSTAB,krylov,1,0.0030399000006582355,326.0,327.0,0.0,0.0,0.0,solved,2.192177462477263e-14,5.007469700358092e-12,1.71253631057147e-15,4.910228022278948e-13,True,True,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,BiCGSTAB,krylov,2,0.003387000000657281,350.0,352.0,0.0,0.0,0.0,solved,6.6149171073021016e-15,6.377616324343545e-13,5.16759520229432e-16,6.253767324622237e-14,True,True,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,GMRES(30),krylov,0,0.010410799999590381,118.0,118.0,0.0,0.0,0.0,solved,1.1393841069501511e-07,3.194083408507408e-05,8.90090646509609e-09,3.132056466927352e-06,True,False,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,GMRES(30),krylov,1,0.022350399998686044,246.0,247.0,0.0,0.0,0.0,solved,2.3889151536227185e-15,3.825588513229594e-13,1.8662284479606813e-16,3.751298169218098e-14,True,True,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,GMRES(30),krylov,2,0.039789399999790476,246.0,248.0,0.0,0.0,0.0,solved,2.3889151536227185e-15,3.825588513229594e-13,1.8662284479606813e-16,3.751298169218098e-14,True,True,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,ILU only,preconditioned,0,0.0002476999998179963,0.0,0.0,0.0,1.0,0.0002190000013797544,inaccurate,0.0029546178838795742,0.04954399851276558,0.0002308157298674943,0.004858188753807762,True,False,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,ILU only,preconditioned,1,0.0003268000000389293,0.0,1.0,0.0,2.0,0.0002590000003692694,inaccurate,1.0279968774566763e-06,1.6272166257882434e-05,8.030745730818805e-08,1.595617178410935e-06,True,False,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,ILU only,preconditioned,2,0.000553399999262183,0.0,2.0,0.0,3.0,0.00040840000110620167,solved,7.930982003745476e-10,1.3442710218003336e-08,6.19570946804398e-11,1.318166186868695e-09,True,True,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,ILU-BiCGSTAB,preconditioned,0,0.00045390000013867393,3.0,3.0,0.0,3.0,0.00022329999956127722,solved,3.879722419480501e-09,6.456972717099741e-08,3.030852032750276e-10,6.331582669851502e-09,True,True,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,ILU-BiCGSTAB,preconditioned,1,0.0009508000002824701,6.0,7.0,0.0,6.0,0.0004515999989962438,solved,2.5292625216210046e-15,1.2440548110629712e-13,1.9758682777209026e-16,1.2198961072286684e-14,True,True,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,ILU-BiCGSTAB,preconditioned,2,0.0008488000003126217,6.0,8.0,0.0,6.0,0.0003806000004260568,solved,2.5292625216210046e-15,1.2440548110629712e-13,1.9758682777209026e-16,1.2198961072286684e-14,True,True,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,ILU-GMRES(30),preconditioned,0,0.0006788000009692041,4.0,4.0,0.0,5.0,0.00025609999829612207,solved,1.2666292754735408e-09,5.184884381696441e-09,9.894949945475821e-11,5.084197430383196e-10,True,True,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,ILU-GMRES(30),preconditioned,1,0.0009069999996427214,8.0,9.0,0.0,10.0,0.00033989999974437524,solved,2.2315206618374916e-15,6.201272324498861e-13,1.7432713485105543e-16,6.080847806100497e-14,True,True,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,ILU-GMRES(30),preconditioned,2,0.0008973999993031612,8.0,10.0,0.0,10.0,0.00032110000029206276,solved,2.2315206618374916e-15,6.201272324498861e-13,1.7432713485105543e-16,6.080847806100497e-14,True,True,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,ILU-Krylov (dispatched),preconditioned,0,0.0005043999990448356,3.0,3.0,0.0,3.0,0.00014820000069448724,solved,3.879722419480501e-09,6.456972717099741e-08,3.030852032750276e-10,6.331582669851502e-09,True,True,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,ILU-Krylov (dispatched),preconditioned,1,0.0008381999996345257,6.0,7.0,0.0,6.0,0.000291900001684553,solved,2.5292625216210046e-15,1.2440548110629712e-13,1.9758682777209026e-16,1.2198961072286684e-14,True,True,
2d_3d_problem,ck104,104,992,0.09171597633136094,5465.238730628733,exact_svd,False,0.7560027221387062,ILU-Krylov (dispatched),preconditioned,2,0.0010367000013502548,6.0,8.0,0.0,6.0,0.00030330000117828604,solved,2.5292625216210046e-15,1.2440548110629712e-13,1.9758682777209026e-16,1.2198961072286684e-14,True,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,Gauss elimination,direct-handwritten,0,0.0462442000007286,399.0,0.0,0.0,0.0,0.0,solved,7.444291678311382e-15,1.594672666616588e-11,3.476979862374569e-16,7.973363333082941e-13,,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,Gauss elimination,direct-handwritten,1,0.0852043999984744,798.0,1.0,0.0,0.0,0.0,solved,2.6202204231231423e-15,1.3769200015005774e-11,1.2238173945715544e-16,6.884600007502886e-13,,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,Gauss elimination,direct-handwritten,2,0.08511969999926805,798.0,2.0,0.0,0.0,0.0,solved,2.6202204231231423e-15,1.3769200015005774e-11,1.2238173945715544e-16,6.884600007502886e-13,,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,Gauss-Jordan,direct-handwritten,0,0.16621040000063658,400.0,0.0,0.0,0.0,0.0,solved,1.1495007023401762e-12,1.426734977651598e-11,5.368933629329291e-14,7.13367488825799e-13,,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,Gauss-Jordan,direct-handwritten,1,0.32956279999962135,800.0,1.0,0.0,0.0,0.0,solved,2.744295256442325e-15,2.2751274236377e-11,1.2817686027617386e-16,1.13756371181885e-12,,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,Gauss-Jordan,direct-handwritten,2,0.3426400000007561,800.0,2.0,0.0,0.0,0.0,solved,2.744295256442325e-15,2.2751274236377e-11,1.2817686027617386e-16,1.13756371181885e-12,,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,LU,direct-handwritten,0,0.04293179999876884,399.0,0.0,0.0,0.0,0.0,solved,3.5457679953657254e-15,1.7577824371117945e-11,1.6561097347189664e-16,8.788912185558973e-13,,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,LU,direct-handwritten,1,0.051502500000424334,399.0,1.0,0.0,0.0,0.0,solved,3.5457679953657254e-15,1.7577824371117945e-11,1.6561097347189664e-16,8.788912185558973e-13,,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,LU,direct-handwritten,2,0.0549656999992294,399.0,1.0,0.0,0.0,0.0,solved,3.5457679953657254e-15,1.7577824371117945e-11,1.6561097347189664e-16,8.788912185558973e-13,,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,Cholesky,direct-handwritten,0,,,,,,,not_applicable,,,,,,False,matrix is not symmetric
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,Cholesky,direct-handwritten,1,,,,,,,not_applicable,,,,,,False,matrix is not symmetric
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,Cholesky,direct-handwritten,2,,,,,,,not_applicable,,,,,,False,matrix is not symmetric
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,spsolve (SuperLU),direct-library,0,0.0009319999990111683,1.0,0.0,2.0,0.0,0.0009262000003218418,solved,2.5703521317566537e-15,1.6663392044027138e-11,1.20052558222123e-16,8.331696022013569e-13,True,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,spsolve (SuperLU),direct-library,1,0.0007767000006424496,1.0,1.0,2.0,0.0,0.0007037999985186616,solved,2.5703521317566537e-15,1.6663392044027138e-11,1.20052558222123e-16,8.331696022013569e-13,True,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,spsolve (SuperLU),direct-library,2,0.00044890000026498456,1.0,1.0,2.0,0.0,0.00039649999962421134,solved,2.5703521317566537e-15,1.6663392044027138e-11,1.20052558222123e-16,8.331696022013569e-13,True,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,splu (SuperLU),direct-library,0,0.00047370000174851157,1.0,0.0,2.0,0.0,0.0003864999998768326,solved,2.5703521317566537e-15,1.6663392044027138e-11,1.20052558222123e-16,8.331696022013569e-13,True,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,splu (SuperLU),direct-library,1,0.0004936000004818197,1.0,1.0,2.0,0.0,0.00035660000139614567,solved,2.5703521317566537e-15,1.6663392044027138e-11,1.20052558222123e-16,8.331696022013569e-13,True,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,splu (SuperLU),direct-library,2,0.0004124999995838152,1.0,1.0,2.0,0.0,0.0003132999991066754,solved,2.5703521317566537e-15,1.6663392044027138e-11,1.20052558222123e-16,8.331696022013569e-13,True,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,Jacobi,stationary,0,0.0007992999999260064,91.0,91.0,0.0,0.0,0.0,did_not_converge,28823634916088.805,15858644115140.887,1346255661309.7458,792932205757.0443,False,False,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,Jacobi,stationary,1,0.0015700999992986908,176.0,177.0,0.0,0.0,0.0,did_not_converge,3.2603888164227677e+25,1.7910019756428386e+25,1.5228186573130996e+24,8.955009878214193e+23,False,False,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,Jacobi,stationary,2,0.002248999999210355,261.0,263.0,0.0,0.0,0.0,did_not_converge,3.833622270162049e+37,2.1051775881674922e+37,1.790556846682785e+36,1.052588794083746e+36,False,False,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,Gauss-Seidel,stationary,0,0.3138094000005367,10000.0,10000.0,10000.0,0.0,0.0,did_not_converge,7.317790370389991e-07,0.003504568825002507,3.417895328987977e-08,0.00017522844125012534,False,False,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,Gauss-Seidel,stationary,1,0.6095242999999755,20000.0,20001.0,20000.0,0.0,0.0,solved,1.0993622909803538e-10,5.249561505773522e-07,5.1347538656085075e-12,2.624780752886761e-08,False,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,Gauss-Seidel,stationary,2,1.0108204999996815,30000.0,30002.0,30000.0,0.0,0.0,solved,1.673861424436157e-14,6.794025227284846e-11,7.818047326284103e-16,3.397012613642423e-12,False,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,SOR,stationary,0,0.19632549999914772,6378.0,6378.0,6377.0,0.0,0.0,solved,2.1397607041037682e-07,0.0009958545712456485,9.994107162868254e-09,4.9792728562282424e-05,True,False,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,SOR,stationary,1,0.5039940999995451,16378.0,16379.0,16377.0,0.0,0.0,solved,3.434790330737752e-14,1.6238061503492668e-10,1.6042757763305505e-15,8.119030751746335e-12,True,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,SOR,stationary,2,0.7754397000007884,26378.0,26380.0,26377.0,0.0,0.0,solved,2.7081250392525442e-15,1.0694361623992739e-11,1.2648747030838165e-16,5.34718081199637e-13,True,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,Conjugate Gradient,krylov,0,,,,,,,not_applicable,,,,,,False,Conjugate Gradient needs a symmetric matrix
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,Conjugate Gradient,krylov,1,,,,,,,not_applicable,,,,,,False,Conjugate Gradient needs a symmetric matrix
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,Conjugate Gradient,krylov,2,,,,,,,not_applicable,,,,,,False,Conjugate Gradient needs a symmetric matrix
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,BiCGSTAB,krylov,0,0.008558900000934955,543.0,543.0,0.0,0.0,0.0,solved,2.0651230851094507e-07,0.0008023025027689752,9.645499787669738e-09,4.011512513844876e-05,True,False,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,BiCGSTAB,krylov,1,0.011849900000015623,1013.0,1014.0,0.0,0.0,0.0,solved,3.567130164888448e-13,1.413534502877349e-09,1.6660872902013153e-14,7.067672514386745e-11,True,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,BiCGSTAB,krylov,2,0.011754499999369727,1037.0,1039.0,0.0,0.0,0.0,solved,1.4045929720200036e-12,4.280436280706671e-11,6.560384371793177e-14,2.1402181403533354e-12,True,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,GMRES(30),krylov,0,1.168589000000793,10323.0,10323.0,0.0,0.0,0.0,did_not_converge,4.516251511894663e-05,0.2617581554192603,2.109390152729534e-06,0.013087907770963015,False,False,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,GMRES(30),krylov,1,1.3016790000001492,12021.0,12022.0,0.0,0.0,0.0,solved,4.513829588255709e-13,1.7318915225620425e-10,2.1082589531359737e-14,8.659457612810213e-12,True,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,GMRES(30),krylov,2,1.386696400000801,12939.0,12941.0,0.0,0.0,0.0,solved,2.596593065790409e-15,7.562502410193482e-12,1.2127818455633945e-16,3.781251205096741e-13,True,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,ILU only,preconditioned,0,0.0007301999994524522,0.0,0.0,0.0,1.0,0.0006604000009247102,inaccurate,0.0033496279709747845,0.8323655353353369,0.0001564499284123665,0.04161827676676684,True,False,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,ILU only,preconditioned,1,0.0010943000015686266,0.0,1.0,0.0,2.0,0.0009260000006179325,inaccurate,3.3396976867002284e-05,0.004650302352472166,1.559861180198898e-06,0.00023251511762360831,True,False,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,ILU only,preconditioned,2,0.0015930999998090556,0.0,2.0,0.0,3.0,0.0013401000014710007,inaccurate,3.5375045398210644e-07,0.0007058028178286031,1.652250150790233e-08,3.529014089143015e-05,True,False,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,ILU-BiCGSTAB,preconditioned,0,0.0008010000001377193,4.0,4.0,0.0,4.0,0.00043569999979808927,solved,2.819643923485372e-08,1.8849487851595057e-05,1.3169614470626577e-09,9.424743925797529e-07,True,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,ILU-BiCGSTAB,preconditioned,1,0.0017000000007101335,9.0,10.0,0.0,9.0,0.0009434000003238907,solved,2.9976021664879227e-15,1.1538013049442816e-11,1.4000797951878597e-16,5.769006524721408e-13,True,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,ILU-BiCGSTAB,preconditioned,2,0.0017165000008390052,9.0,11.0,0.0,9.0,0.0009277999997721054,solved,2.9976021664879227e-15,1.1538013049442816e-11,1.4000797951878597e-16,5.769006524721408e-13,True,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,ILU-GMRES(30),preconditioned,0,0.0011518000010255491,6.0,6.0,0.0,7.0,0.00044330000127956737,solved,4.2932945972585113e-10,1.7838309327268672e-08,2.0052544288935612e-11,8.919154663634337e-10,True,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,ILU-GMRES(30),preconditioned,1,0.00235659999998461,12.0,13.0,0.0,14.0,0.0009213000012096018,solved,3.885780586188048e-15,2.5239181409905104e-11,1.8149182530212996e-16,1.2619590704952552e-12,True,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,ILU-GMRES(30),preconditioned,2,0.0023439999986294424,12.0,14.0,0.0,14.0,0.0009065999984159134,solved,3.885780586188048e-15,2.5239181409905104e-11,1.8149182530212996e-16,1.2619590704952552e-12,True,True,
2d_3d_problem,ck400,400,2860,0.017875,259214.62034955277,exact_svd,False,0.8867415444771726,ILU-Krylov (dispatched),preconditioned,0,0.0010081999989779433,4.0,4.0,0.0,4.0,0.0004635999994206941,solved,2.819643923485372e-08,1.8849487851595057e-05,1.3169614470626577e-09,9.424743925797529e-07,True,True,
