domain,matrix,n,nnz,condition,method,chosen,setup_sec,zero_diagonal,rho_jacobi,rho_gauss_seidel,permuted,perm_cost,worst_ratio_before,worst_ratio_after,runtime_sec,iterations,matvecs,tri_solves,precond_applies,status,residual_abs,error_abs,residual_rel,error_rel,reported_converged,accurate,ratio_none,ratio_mc64,ratio_minsum,ratio_bottleneck,note
chemical_process_simulation_problem,b1_ss,7.0,15.0,best,Jacobi,mc64,0.0,0.0,0.7978843763272431,0.6863831315089992,True,,inf,27.778225315852314,0.000789359999998851,85.0,85.0,0.0,0.0,solved,3.1989264113840475e-08,4.865508030330481e-07,8.773587833960819e-09,1.8389891786060235e-07,True,True,inf,27.778225315852314,27.778225315852314,27.778225315852314,
chemical_process_simulation_problem,b1_ss,7.0,15.0,best,Gauss-Seidel,mc64,0.0,0.0,0.7978843763272431,0.6863831315089992,True,,inf,27.778225315852314,0.001474219999977322,52.0,52.0,51.0,0.0,solved,1.7839294010162502e-08,4.855112430426022e-07,4.892723144146796e-09,1.8350600111665198e-07,True,True,inf,27.778225315852314,27.778225315852314,27.778225315852314,
chemical_process_simulation_problem,b1_ss,7.0,15.0,best,SOR,mc64,0.0,0.0,0.7978843763272431,0.6863831315089992,True,,inf,27.778225315852314,0.0018363199999953395,85.0,85.0,84.0,0.0,did_not_converge,3816631164552.369,52242082166566.33,1046774587651.2528,19745651054990.99,False,False,inf,27.778225315852314,27.778225315852314,27.778225315852314,
random_matrices,rand_002_n6,6.0,36.0,none,Jacobi,none,0.0,0.0,6.435229267049603,18.622393070663055,False,,60.49972719333448,,0.0002991009999959715,16.0,16.0,0.0,0.0,did_not_converge,854323151580784.9,7822127606810.74,3083037300933.8457,3193370223270.673,False,False,,,,,
random_matrices,rand_002_n6,6.0,36.0,none,Gauss-Seidel,none,0.0,0.0,6.435229267049603,18.622393070663055,False,,60.49972719333448,,0.0009014800000386458,11.0,11.0,10.0,0.0,did_not_converge,309136169396802.25,3285586381673.4756,1115594654732.9663,1341335023489.546,False,False,,,,,
random_matrices,rand_002_n6,6.0,36.0,none,SOR,none,0.0,0.0,6.435229267049603,18.622393070663055,False,,60.49972719333448,,0.0007920900000044639,10.0,10.0,9.0,0.0,did_not_converge,1343342463474542.8,14983639763389.81,4847784957199.243,6117045318330.252,False,False,,,,,
random_matrices,rand_002_n6,6.0,36.0,mc64,Jacobi,mc64,0.0,0.0,,,True,7.18618047904827,60.49972719333448,3.3720195979236123,0.0025240900000085276,116.0,116.0,0.0,0.0,solved,2.0648481227116317e-06,1.6146505841039785e-08,7.451517345987805e-09,6.5917834065692716e-09,True,True,,,,,
random_matrices,rand_002_n6,6.0,36.0,mc64,Gauss-Seidel,mc64,0.0,0.0,,,True,7.18618047904827,60.49972719333448,3.3720195979236123,0.0027405410000369557,83.0,83.0,82.0,0.0,solved,1.9574596309239086e-06,5.3715028939739854e-08,7.063979298751271e-09,2.1929068736865727e-08,True,True,,,,,
random_matrices,rand_002_n6,6.0,36.0,mc64,SOR,mc64,0.0,0.0,,,True,7.18618047904827,60.49972719333448,3.3720195979236123,0.0030089609999777167,166.0,166.0,165.0,0.0,did_not_converge,372559656320208.9,2861433771937.241,1344474061288.1362,1168175445668.9421,False,False,,,,,
random_matrices,rand_002_n6,6.0,36.0,best,Jacobi,mc64,0.0,0.0,0.8694414754937957,0.7966891751326055,True,,60.49972719333448,3.3720195979236123,0.0010930799999755436,116.0,116.0,0.0,0.0,solved,2.0648481227116317e-06,1.6146505841039785e-08,7.451517345987805e-09,6.5917834065692716e-09,True,True,60.49972719333448,3.3720195979236123,3.3720195979236123,3.3720195979236123,
random_matrices,rand_002_n6,6.0,36.0,best,Gauss-Seidel,mc64,0.0,0.0,0.8694414754937957,0.7966891751326055,True,,60.49972719333448,3.3720195979236123,0.0018004699999778495,83.0,83.0,82.0,0.0,solved,1.9574596309239086e-06,5.3715028939739854e-08,7.063979298751271e-09,2.1929068736865727e-08,True,True,60.49972719333448,3.3720195979236123,3.3720195979236123,3.3720195979236123,
random_matrices,rand_002_n6,6.0,36.0,best,SOR,mc64,0.0,0.0,0.8694414754937957,0.7966891751326055,True,,60.49972719333448,3.3720195979236123,0.0032161299999984294,166.0,166.0,165.0,0.0,did_not_converge,372559656320208.9,2861433771937.241,1344474061288.1362,1168175445668.9421,False,False,60.49972719333448,3.3720195979236123,3.3720195979236123,3.3720195979236123,
directed_weighted_graph,cage3,5.0,19.0,none,Jacobi,none,0.0,0.0,1.128364250384958,0.6297057673394028,False,,2.0,,0.002659870000002229,230.0,230.0,0.0,0.0,did_not_converge,2632097612015.3936,2384303608780.643,1045887851881.3517,1066292989646.3164,False,False,,,,,
directed_weighted_graph,cage3,5.0,19.0,none,Gauss-Seidel,none,0.0,0.0,1.128364250384958,0.6297057673394028,False,,2.0,,0.0013107600000239472,36.0,36.0,35.0,0.0,solved,2.1000181452747615e-08,1.6562354381177357e-07,8.344612513027254e-09,7.406910052750806e-08,True,True,,,,,
directed_weighted_graph,cage3,5.0,19.0,none,SOR,none,0.0,0.0,1.128364250384958,0.6297057673394028,False,,2.0,,0.0008679200000187848,16.0,16.0,15.0,0.0,solved,2.4153480685386638e-08,4.64807823499412e-08,9.597604554701069e-09,2.0786837796368188e-08,True,True,,,,,
directed_weighted_graph,cage3,5.0,19.0,mc64,Jacobi,mc64,0.0,0.0,,,False,7.1175686735157555,2.0,2.0,0.002160769999989043,230.0,230.0,0.0,0.0,did_not_converge,2632097612015.3936,2384303608780.643,1045887851881.3517,1066292989646.3164,False,False,,,,,
directed_weighted_graph,cage3,5.0,19.0,mc64,Gauss-Seidel,mc64,0.0,0.0,,,False,7.1175686735157555,2.0,2.0,0.0012333600000147271,36.0,36.0,35.0,0.0,solved,2.1000181452747615e-08,1.6562354381177357e-07,8.344612513027254e-09,7.406910052750806e-08,True,True,,,,,
directed_weighted_graph,cage3,5.0,19.0,mc64,SOR,mc64,0.0,0.0,,,False,7.1175686735157555,2.0,2.0,0.0008547900000053232,16.0,16.0,15.0,0.0,solved,2.4153480685386638e-08,4.64807823499412e-08,9.597604554701069e-09,2.0786837796368188e-08,True,True,,,,,
directed_weighted_graph,cage3,5.0,19.0,best,Jacobi,none,0.0,0.0,1.128364250384958,0.6297057673394028,False,,2.0,2.0,0.002049499999998261,230.0,230.0,0.0,0.0,did_not_converge,2632097612015.3936,2384303608780.643,1045887851881.3517,1066292989646.3164,False,False,2.0,2.0,2.0,2.0,
directed_weighted_graph,cage3,5.0,19.0,best,Gauss-Seidel,none,0.0,0.0,1.128364250384958,0.6297057673394028,False,,2.0,2.0,0.0017476300000112133,36.0,36.0,35.0,0.0,solved,2.1000181452747615e-08,1.6562354381177357e-07,8.344612513027254e-09,7.406910052750806e-08,True,True,2.0,2.0,2.0,2.0,
directed_weighted_graph,cage3,5.0,19.0,best,SOR,none,0.0,0.0,1.128364250384958,0.6297057673394028,False,,2.0,2.0,0.0010948690000418537,16.0,16.0,15.0,0.0,solved,2.4153480685386638e-08,4.64807823499412e-08,9.597604554701069e-09,2.0786837796368188e-08,True,True,2.0,2.0,2.0,2.0,
random_matrices,rand_003_n7,7.0,49.0,none,Jacobi,none,0.0,0.0,30.95978446258981,2589.9825241779677,False,,470.47511188545155,,0.0001480199999832621,9.0,9.0,0.0,0.0,did_not_converge,632454961529758.9,4872399934138.116,1403688970657.8293,1841594073396.7065,False,False,,,,,
random_matrices,rand_003_n7,7.0,49.0,none,Gauss-Seidel,none,0.0,0.0,30.95978446258981,2589.9825241779677,False,,470.47511188545155,,0.0008062300000233336,5.0,5.0,4.0,0.0,did_not_converge,2.5000971990348956e+16,253150236021190.72,55487885736076.86,95681795549910.84,False,False,,,,,
random_matrices,rand_003_n7,7.0,49.0,none,SOR,none,0.0,0.0,30.95978446258981,2589.9825241779677,False,,470.47511188545155,,0.0006918500000097083,5.0,5.0,4.0,0.0,did_not_converge,5.148609370604049e+17,5377124597482409.0,1142697366190619.8,2032362064792391.8,False,False,,,,,
random_matrices,rand_003_n7,7.0,49.0,mc64,Jacobi,mc64,0.0,0.0,,,True,8.99235568329226,470.47511188545155,3.976337864991545,0.004446470000004865,188.0,188.0,0.0,0.0,did_not_converge,482204792172911.25,2936009961877.3,1070219366663.3411,1109707457990.795,False,False,,,,,
random_matrices,rand_003_n7,7.0,49.0,mc64,Gauss-Seidel,mc64,0.0,0.0,,,True,8.99235568329226,470.47511188545155,3.976337864991545,0.001827719999994315,24.0,24.0,23.0,0.0,did_not_converge,655611582588352.0,8137805503768.627,1455083450193.6191,3075801368683.498,False,False,,,,,
random_matrices,rand_003_n7,7.0,49.0,mc64,SOR,mc64,0.0,0.0,,,True,8.99235568329226,470.47511188545155,3.976337864991545,0.001078689999985727,17.0,17.0,16.0,0.0,did_not_converge,827341989245063.0,9962359893787.285,1836226918761.8022,3765418107183.572,False,False,,,,,
random_matrices,rand_003_n7,7.0,49.0,best,Jacobi,bottleneck,0.0,0.0,1.7156154819349878,1.5980297126456746,True,,470.47511188545155,3.8896445288792,0.0006414200000222081,63.0,63.0,0.0,0.0,did_not_converge,480161352152511.06,9597802722289.223,1065684096338.4808,3627628447976.5723,False,False,470.47511188545155,3.976337864991545,3.976337864991545,3.8896445288792,
random_matrices,rand_003_n7,7.0,49.0,best,Gauss-Seidel,bottleneck,0.0,0.0,1.7156154819349878,1.5980297126456746,True,,470.47511188545155,3.8896445288792,0.001652350000028946,63.0,63.0,62.0,0.0,did_not_converge,599933283284130.5,8307824510378.632,1331509410313.7158,3140062512918.401,False,False,470.47511188545155,3.976337864991545,3.976337864991545,3.8896445288792,
random_matrices,rand_003_n7,7.0,49.0,best,SOR,bottleneck,0.0,0.0,1.7156154819349878,1.5980297126456746,True,,470.47511188545155,3.8896445288792,0.0010685099999818704,29.0,29.0,28.0,0.0,did_not_converge,830223135065023.1,8978500694419.316,1842621417748.027,3393554283379.1772,False,False,470.47511188545155,3.976337864991545,3.976337864991545,3.8896445288792,
model_reduction_problem,LFAT5,14.0,46.0,none,Jacobi,none,0.0,0.0,0.9868692825976214,0.9739109809347408,False,,60.49999999999999,,0.008099590000028911,857.0,857.0,0.0,0.0,solved,0.08862240862728278,0.0006390112126514499,9.973494551755988e-09,0.00017078293028919083,True,False,,,,,
model_reduction_problem,LFAT5,14.0,46.0,none,Gauss-Seidel,none,0.0,0.0,0.9868692825976214,0.9739109809347408,False,,60.49999999999999,,0.0053402099999857455,307.0,307.0,306.0,0.0,solved,0.08866818246909633,0.016631868591660607,9.97864590307911e-09,0.004445053855131459,True,False,,,,,
model_reduction_problem,LFAT5,14.0,46.0,none,SOR,none,0.0,0.0,0.9868692825976214,0.9739109809347408,False,,60.49999999999999,,0.0032592800000088573,184.0,184.0,183.0,0.0,solved,0.08835879753479302,0.015442606485116155,9.943827971537136e-09,0.004127210187577003,True,False,,,,,
model_reduction_problem,LFAT5,14.0,46.0,mc64,Jacobi,mc64,0.0,0.0,,,False,162.09958998579046,60.49999999999999,60.49999999999999,0.018248070000026928,857.0,857.0,0.0,0.0,solved,0.08862240862728278,0.0006390112126514499,9.973494551755988e-09,0.00017078293028919083,True,False,,,,,
model_reduction_problem,LFAT5,14.0,46.0,mc64,Gauss-Seidel,mc64,0.0,0.0,,,False,162.09958998579046,60.49999999999999,60.49999999999999,0.006188850000000912,307.0,307.0,306.0,0.0,solved,0.08866818246909633,0.016631868591660607,9.97864590307911e-09,0.004445053855131459,True,False,,,,,
model_reduction_problem,LFAT5,14.0,46.0,mc64,SOR,mc64,0.0,0.0,,,False,162.09958998579046,60.49999999999999,60.49999999999999,0.003919900000028065,184.0,184.0,183.0,0.0,solved,0.08835879753479302,0.015442606485116155,9.943827971537136e-09,0.004127210187577003,True,False,,,,,
model_reduction_problem,LFAT5,14.0,46.0,best,Jacobi,none,0.0,0.0,0.9868692825976214,0.9739109809347408,False,,60.49999999999999,60.49999999999999,0.007389600000010432,857.0,857.0,0.0,0.0,solved,0.08862240862728278,0.0006390112126514499,9.973494551755988e-09,0.00017078293028919083,True,False,60.49999999999999,60.49999999999999,60.49999999999999,60.49999999999999,
model_reduction_problem,LFAT5,14.0,46.0,best,Gauss-Seidel,none,0.0,0.0,0.9868692825976214,0.9739109809347408,False,,60.49999999999999,60.49999999999999,0.004987510999967526,307.0,307.0,306.0,0.0,solved,0.08866818246909633,0.016631868591660607,9.97864590307911e-09,0.004445053855131459,True,False,60.49999999999999,60.49999999999999,60.49999999999999,60.49999999999999,
model_reduction_problem,LFAT5,14.0,46.0,best,SOR,none,0.0,0.0,0.9868692825976214,0.9739109809347408,False,,60.49999999999999,60.49999999999999,0.0033245909999664036,184.0,184.0,183.0,0.0,solved,0.08835879753479302,0.015442606485116155,9.943827971537136e-09,0.004127210187577003,True,False,60.49999999999999,60.49999999999999,60.49999999999999,60.49999999999999,
random_matrices,rand_004_n8,8.0,64.0,none,Jacobi,none,0.0,0.0,14.062289329112726,1680.0163657928017,False,,144.4505605287577,,0.0005184899999903791,12.0,12.0,0.0,0.0,did_not_converge,645613435241839.5,3408403196353.621,1405466577311.059,1205052506579.7744,False,False,,,,,
random_matrices,rand_004_n8,8.0,64.0,none,Gauss-Seidel,none,0.0,0.0,14.062289329112726,1680.0163657928017,False,,144.4505605287577,,0.0008226599999829887,5.0,5.0,4.0,0.0,did_not_converge,574854660546995.6,4101238891433.3936,1251428437061.0283,1450006915699.2756,False,False,,,,,
random_matrices,rand_004_n8,8.0,64.0,none,SOR,none,0.0,0.0,14.062289329112726,1680.0163657928017,False,,144.4505605287577,,0.000709540000002562,5.0,5.0,4.0,0.0,did_not_converge,2.125025547575089e+16,148016500228593.3,46260691305628.625,52331735519569.24,False,False,,,,,
random_matrices,rand_004_n8,8.0,64.0,mc64,Jacobi,mc64,0.0,0.0,,,True,9.15031822228395,144.4505605287577,5.4942900414868046,0.0013678000000254542,63.0,63.0,0.0,0.0,did_not_converge,702556527191980.9,2757815115330.525,1529428701046.4414,975034884654.4873,False,False,,,,,
random_matrices,rand_004_n8,8.0,64.0,mc64,Gauss-Seidel,mc64,0.0,0.0,,,True,9.15031822228395,144.4505605287577,5.4942900414868046,0.001848620000032497,51.0,51.0,50.0,0.0,did_not_converge,1054305404571935.2,8276330446156.602,2295167553087.2544,2926124690909.0083,False,False,,,,,
random_matrices,rand_004_n8,8.0,64.0,mc64,SOR,mc64,0.0,0.0,,,True,9.15031822228395,144.4505605287577,5.4942900414868046,0.0009519900000327652,24.0,24.0,23.0,0.0,did_not_converge,581945330303110.2,4688044927728.309,1266864453117.9688,1657474179451.9424,False,False,,,,,
random_matrices,rand_004_n8,8.0,64.0,best,Jacobi,bottleneck,0.0,0.0,1.341232131797137,1.6665673430559877,True,,144.4505605287577,5.167430623905093,0.0016650800000093113,95.0,95.0,0.0,0.0,did_not_converge,478568179119869.94,2921194014741.8213,1041817818530.4287,1032798048492.7485,False,False,144.4505605287577,5.4942900414868046,5.4942900414868046,5.167430623905093,
random_matrices,rand_004_n8,8.0,64.0,best,Gauss-Seidel,bottleneck,0.0,0.0,1.341232131797137,1.6665673430559877,True,,144.4505605287577,5.167430623905093,0.0016930099999967752,57.0,57.0,56.0,0.0,did_not_converge,635442329940124.8,23359047466962.16,1383324614682.1113,8258670432973.694,False,False,144.4505605287577,5.4942900414868046,5.4942900414868046,5.167430623905093,
random_matrices,rand_004_n8,8.0,64.0,best,SOR,bottleneck,0.0,0.0,1.341232131797137,1.6665673430559877,True,,144.4505605287577,5.167430623905093,0.0010502400000405032,28.0,28.0,27.0,0.0,did_not_converge,593815154858961.6,12212792733116.094,1292704438442.2302,4317874279406.0894,False,False,144.4505605287577,5.4942900414868046,5.4942900414868046,5.167430623905093,
directed_weighted_graph,cage4,9.0,49.0,none,Jacobi,none,0.0,0.0,1.169011133896328,0.5486703965502153,False,,1.9999999999999958,,0.0024246600000310536,180.0,180.0,0.0,0.0,did_not_converge,3236345564460.343,3486755126926.3247,1054619873077.6514,1162251708975.4417,False,False,,,,,
directed_weighted_graph,cage4,9.0,49.0,none,Gauss-Seidel,none,0.0,0.0,1.169011133896328,0.5486703965502153,False,,1.9999999999999958,,0.0011579300000335024,29.0,29.0,28.0,0.0,solved,2.8325680614374095e-08,1.3594795538274408e-07,9.230419032632123e-09,4.531598512758136e-08,True,True,,,,,
directed_weighted_graph,cage4,9.0,49.0,none,SOR,none,0.0,0.0,1.169011133896328,0.5486703965502153,False,,1.9999999999999958,,0.0009104810000053476,19.0,19.0,18.0,0.0,solved,1.1373609656367025e-08,1.910700079703407e-08,3.706289867173893e-09,6.369000265678023e-09,True,True,,,,,
directed_weighted_graph,cage4,9.0,49.0,mc64,Jacobi,mc64,0.0,0.0,,,False,12.373632643103015,1.9999999999999958,1.9999999999999958,0.00390576099999862,180.0,180.0,0.0,0.0,did_not_converge,3236345564460.343,3486755126926.3247,1054619873077.6514,1162251708975.4417,False,False,,,,,
directed_weighted_graph,cage4,9.0,49.0,mc64,Gauss-Seidel,mc64,0.0,0.0,,,False,12.373632643103015,1.9999999999999958,1.9999999999999958,0.0016423209999629762,29.0,29.0,28.0,0.0,solved,2.8325680614374095e-08,1.3594795538274408e-07,9.230419032632123e-09,4.531598512758136e-08,True,True,,,,,
directed_weighted_graph,cage4,9.0,49.0,mc64,SOR,mc64,0.0,0.0,,,False,12.373632643103015,1.9999999999999958,1.9999999999999958,0.001212428999963322,19.0,19.0,18.0,0.0,solved,1.1373609656367025e-08,1.910700079703407e-08,3.706289867173893e-09,6.369000265678023e-09,True,True,,,,,
directed_weighted_graph,cage4,9.0,49.0,best,Jacobi,none,0.0,0.0,1.169011133896328,0.5486703965502153,False,,1.9999999999999958,1.9999999999999958,0.0017801700000177334,180.0,180.0,0.0,0.0,did_not_converge,3236345564460.343,3486755126926.3247,1054619873077.6514,1162251708975.4417,False,False,1.9999999999999958,1.9999999999999958,1.9999999999999958,1.9999999999999958,
directed_weighted_graph,cage4,9.0,49.0,best,Gauss-Seidel,none,0.0,0.0,1.169011133896328,0.5486703965502153,False,,1.9999999999999958,1.9999999999999958,0.001101019999964592,29.0,29.0,28.0,0.0,solved,2.8325680614374095e-08,1.3594795538274408e-07,9.230419032632123e-09,4.531598512758136e-08,True,True,1.9999999999999958,1.9999999999999958,1.9999999999999958,1.9999999999999958,
directed_weighted_graph,cage4,9.0,49.0,best,SOR,none,0.0,0.0,1.169011133896328,0.5486703965502153,False,,1.9999999999999958,1.9999999999999958,0.0009503399999744033,19.0,19.0,18.0,0.0,solved,1.1373609656367025e-08,1.910700079703407e-08,3.706289867173893e-09,6.369000265678023e-09,True,True,1.9999999999999958,1.9999999999999958,1.9999999999999958,1.9999999999999958,
model_reduction_problem,LF10,18.0,82.0,none,Jacobi,none,0.0,0.0,0.9994055509765215,0.9988114553226835,False,,135.50000000000003,,0.08551777099995661,10000.0,10000.0,0.0,0.0,did_not_converge,0.6861570535125485,0.23355593522334614,5.648892555903438e-06,0.05504966186093137,False,False,,,,,
model_reduction_problem,LF10,18.0,82.0,none,Gauss-Seidel,none,0.0,0.0,0.9994055509765215,0.9988114553226835,False,,135.50000000000003,,0.14002019199995175,10000.0,10000.0,10000.0,0.0,did_not_converge,0.001806819423148972,0.000607565355773674,1.4874916372336489e-08,0.00014320452769386074,False,False,,,,,
model_reduction_problem,LF10,18.0,82.0,none,SOR,none,0.0,0.0,0.9994055509765215,0.9988114553226835,False,,135.50000000000003,,0.08678945200000499,6207.0,6207.0,6206.0,0.0,solved,0.0012144832603815997,0.0003999070902765328,9.998418603611264e-09,9.42590051263724e-05,True,False,,,,,
model_reduction_problem,LF10,18.0,82.0,mc64,Jacobi,mc64,0.0,0.0,,,False,120.3686106544063,135.50000000000003,135.50000000000003,0.08595395100002179,10000.0,10000.0,0.0,0.0,did_not_converge,0.6861570535125485,0.23355593522334614,5.648892555903438e-06,0.05504966186093137,False,False,,,,,
model_reduction_problem,LF10,18.0,82.0,mc64,Gauss-Seidel,mc64,0.0,0.0,,,False,120.3686106544063,135.50000000000003,135.50000000000003,0.14075190200003362,10000.0,10000.0,10000.0,0.0,did_not_converge,0.001806819423148972,0.000607565355773674,1.4874916372336489e-08,0.00014320452769386074,False,False,,,,,
model_reduction_problem,LF10,18.0,82.0,mc64,SOR,mc64,0.0,0.0,,,False,120.3686106544063,135.50000000000003,135.50000000000003,0.08931276199996319,6207.0,6207.0,6206.0,0.0,solved,0.0012144832603815997,0.0003999070902765328,9.998418603611264e-09,9.42590051263724e-05,True,False,,,,,
model_reduction_problem,LF10,18.0,82.0,best,Jacobi,none,0.0,0.0,0.9994055509765215,0.9988114553226835,False,,135.50000000000003,135.50000000000003,0.08560547100000804,10000.0,10000.0,0.0,0.0,did_not_converge,0.6861570535125485,0.23355593522334614,5.648892555903438e-06,0.05504966186093137,False,False,135.50000000000003,135.50000000000003,135.50000000000003,135.50000000000003,
model_reduction_problem,LF10,18.0,82.0,best,Gauss-Seidel,none,0.0,0.0,0.9994055509765215,0.9988114553226835,False,,135.50000000000003,135.50000000000003,0.14123552200004497,10000.0,10000.0,10000.0,0.0,did_not_converge,0.001806819423148972,0.000607565355773674,1.4874916372336489e-08,0.00014320452769386074,False,False,135.50000000000003,135.50000000000003,135.50000000000003,135.50000000000003,
model_reduction_problem,LF10,18.0,82.0,best,SOR,none,0.0,0.0,0.9994055509765215,0.9988114553226835,False,,135.50000000000003,135.50000000000003,0.0878616410000177,6207.0,6207.0,6206.0,0.0,solved,0.0012144832603815997,0.0003999070902765328,9.998418603611264e-09,9.42590051263724e-05,True,False,135.50000000000003,135.50000000000003,135.50000000000003,135.50000000000003,
random_matrices,rand_005_n9,9.0,81.0,none,Jacobi,none,0.0,0.0,145.2131121273801,1148623.3735193291,False,,3022.9976147141742,,0.00013747999997804072,7.0,7.0,0.0,0.0,did_not_converge,1585988931800210.8,8138950106969.602,4762849400019.567,2712983368989.867,False,False,,,,,
random_matrices,rand_005_n9,9.0,81.0,none,Gauss-Seidel,none,0.0,0.0,145.2131121273801,1148623.3735193291,False,,3022.9976147141742,,0.0008437500000013642,4.0,4.0,3.0,0.0,did_not_converge,8.994795479778384e+19,4.6971509524046554e+17,2.701207769812981e+17,1.565716984134885e+17,False,False,,,,,
random_matrices,rand_005_n9,9.0,81.0,none,SOR,none,0.0,0.0,145.2131121273801,1148623.3735193291,False,,3022.9976147141742,,0.0007336300000133633,3.0,3.0,2.0,0.0,did_not_converge,898735514860684.1,4693120640580.447,2698973379890.9717,1564373546860.1492,False,False,,,,,
random_matrices,rand_005_n9,9.0,81.0,mc64,Jacobi,mc64,0.0,0.0,,,True,10.559541828938777,3022.9976147141742,5.697150992837033,0.0007077399999957379,35.0,35.0,0.0,0.0,did_not_converge,430024828540155.1,1834400919111.6792,1291398354389.0222,611466973037.2264,False,False,,,,,
random_matrices,rand_005_n9,9.0,81.0,mc64,Gauss-Seidel,mc64,0.0,0.0,,,True,10.559541828938777,3022.9976147141742,5.697150992837033,0.0012272899999743458,30.0,30.0,29.0,0.0,did_not_converge,506033683563380.1,8890199929635.273,1519658919317.823,2963399976545.0913,False,False,,,,,
